DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
2,15.75,96,2032,20,47,4,8
2,15.5,159,322,3,6,69,3
2,17.25,96,2022,20,48,77,33
2,16.25,159,1533,15,29,25,19
1,15,161,413,4,8,48,9
2,16,155,1212,12,1,24,3
2,14.83,156,632,6,8,44,33
2,16.52,141,2533,25,37,25,19
2,16.17,152,1233,12,2,28,33
2,10.35,139,213,2,3,38,25
2,15.75,159,622,6,21,44,19
6,20,75,215,2,3,38,2
6,17.57,96,1234,12,25,31,7
4,19,2,621,6,17,71,6
2,6.92,19,1222,12,2,27,4
7,9,159,822,8,14,62,25
2,16.8,139,735,7,17,67,3
6,12,139,833,8,13,65,9
2,17.5,139,734,7,17,67,9
1,18.75,139,512,5,9,49,3
2,14,75,124,1,2,28,33
2,14.63,159,824,8,16,66,3
2,5,19,732,7,17,68,4
2,16.5,175,131,1,2,33,3
7,23,159,734,7,17,67,33
2,1,139,1121,11,27,23,6
2,16.17,155,324,3,5,69,28
1,0.02,139,1032,10,22,30,9
2,15.45,159,1115,11,28,26,3
1,16.33,156,513,5,34,49,33
2,17.58,159,912,9,11,31,3
1,9,139,1522,15,29,25,25
2,16.17,71,1224,12,27,28,2
2,15.92,125,124,1,2,28,3
2,8,19,225,2,20,40,4
2,16.7,75,2521,25,31,20,33
5,17.5,129,1022,10,24,30,18
2,17.75,19,634,6,21,49,2
2,12,152,2534,25,37,23,3
2,18.08,155,713,7,16,67,19
2,17,159,612,6,21,71,33
1,10,139,613,6,21,71,9
2,15,152,1532,15,28,25,3
2,16.87,159,321,3,5,42,8
2,16.75,124,833,8,13,65,2
2,14.92,159,915,9,11,60,7
1,19,159,823,8,13,65,33
2,18.08,59,933,9,16,61,8
2,17.58,55,723,7,20,68,2
2,17.75,124,812,8,13,64,7
2,13.25,139,725,7,17,67,4
2,18.25,155,1633,16,38,15,30
2,15.67,124,1631,16,36,17,2
2,16.17,139,1631,16,36,17,3
2,18.33,155,835,8,18,70,19
2,17.17,159,831,8,15,66,19
2,18.25,19,631,6,6,44,3
2,6,139,1935,19,43,7,4
2,15.43,19,215,2,3,38,3
2,16.33,19,224,2,3,38,2
2,15.5,19,312,3,20,69,3
5,14,129,122,1,42,32,33
2,17.5,155,1111,11,37,23,3
2,17.33,159,235,2,5,41,3
2,17.67,75,111,1,42,32,33
2,16.38,139,613,6,21,71,3
7,9,124,1921,19,47,5,9
2,18.62,19,612,6,17,71,3
2,10.42,139,412,4,8,48,4
2,12,19,1915,19,46,3,25
2,18.33,127,2522,25,31,19,25
2,18.02,127,1812,18,43,7,3
2,17,96,711,7,16,68,33
2,11,139,411,4,5,43,15
2,17.6,96,1824,18,42,8,33
2,18.35,159,712,7,16,68,25
7,0,140,2432,24,40,1,33
1,14.47,19,832,8,15,66,33
2,0,139,2233,22,34,49,33
2,8.5,159,1513,15,29,25,7
7,9,139,1533,15,28,25,9
2,15.43,152,313,3,20,42,2
2,17,141,312,3,20,42,7
1,21.18,19,2024,20,48,3,25
2,17.3,143,1134,11,24,27,8
5,18.42,124,2423,24,49,1,33
2,15,155,623,6,6,69,33
2,13.75,159,2512,25,36,18,7
2,15.22,155,723,7,17,68,3
2,18,19,712,7,16,68,2
2,15.5,143,1924,19,44,6,33
2,17.42,159,611,6,21,71,28
2,18.83,159,1532,15,28,25,19
2,7,155,2033,20,46,3,2
2,16,153,131,1,3,33,23
2,18,159,1833,18,42,8,33
1,22.5,129,2413,24,50,2,18
2,18.65,155,424,4,7,46,25
2,9,139,2033,20,46,3,33
2,13.87,155,823,8,16,66,33
2,18.5,159,934,9,16,61,25
1,20.5,140,1935,19,43,7,4
2,19.33,155,1134,11,28,27,11
2,18.4,159,924,9,20,61,19
1,16,129,312,3,20,42,3
2,18.2,155,1011,10,24,29,7
5,20,139,1731,17,30,16,9
2,14.5,139,2221,22,19,72,9
2,19.22,155,1122,11,27,23,19
2,19.33,155,1222,12,28,27,19
6,3.65,159,1414,14,35,22,2
7,12,159,924,9,20,61,33
2,15,95,111,1,42,32,28
2,17,64,321,3,5,42,3
2,18.5,142,614,6,18,71,3
5,22,168,512,5,34,49,33
2,19.47,155,713,7,15,67,19
2,19.33,155,1222,12,27,27,34
2,18.65,124,424,4,7,46,8
1,10.5,19,1422,14,26,23,8
2,9,159,1024,10,22,30,33
2,16.9,159,411,4,8,45,19
2,16,139,2515,25,30,19,25
2,19.75,19,423,4,7,46,7
2,5.47,175,1433,14,32,22,7
2,19.17,156,124,1,2,28,33
2,19.25,156,1834,18,42,8,33
2,14.75,124,633,6,6,44,2
2,18.63,92,734,7,17,67,3
2,15,129,815,8,14,57,33
5,8,19,2422,24,49,1,9
2,15,19,1531,15,37,25,2
2,19.62,155,2533,25,37,25,19
1,20,155,922,9,14,58,3
2,17.92,78,1431,14,1,22,33
1,20,19,1925,19,46,6,33
2,12,155,2523,25,30,21,33
2,12.88,19,1733,17,33,16,9
7,14,142,631,6,6,44,33
2,19.5,159,213,2,3,38,19
2,17.83,155,225,2,20,40,3
2,9,95,2515,25,29,19,33
6,12,19,1824,18,42,8,9
2,19.33,159,1221,12,27,23,19
1,17,124,1034,10,25,31,9
2,18.47,19,324,3,5,43,34
2,15.2,159,922,9,12,58,3
2,17.27,159,121,1,2,28,28
2,18.13,155,1914,19,46,3,25
2,19.5,159,2422,24,49,1,33
2,19.5,139,624,6,6,69,23
2,17.42,159,1532,15,28,25,3
2,7.5,19,311,3,20,40,4
5,10,159,1112,11,27,23,7
2,18,159,1032,10,22,30,33
2,18.42,96,1831,18,42,8,33
2,0,159,1812,18,43,7,9
1,22,163,1914,19,46,3,33
2,20.12,155,723,7,17,68,19
2,7.5,126,1922,19,47,5,8
2,18.93,159,712,7,20,68,3
2,19.2,141,713,7,16,67,30
2,9.83,19,1023,10,28,29,4
2,19.08,155,2232,22,34,73,34
2,18.75,155,733,7,17,68,3
2,19,155,232,2,20,40,3
2,18.85,19,2023,20,48,77,30
2,12.5,19,731,7,6,69,7
1,23,141,2011,20,40,4,7
3,16,124,815,8,23,56,9
2,19.5,159,1532,15,28,25,7
2,16.98,19,1133,11,24,26,8
2,18,143,111,1,42,32,33
2,19.33,127,1233,12,25,31,28
2,8.28,139,2212,22,19,72,4
5,18.03,75,2234,22,34,75,33
2,20.92,159,2223,22,21,73,7
2,20.2,69,2033,20,48,3,8
2,19.3,155,2233,22,34,49,3
1,18,139,2525,25,31,20,23
2,14.8,92,1424,14,1,24,33
1,17.33,159,1021,10,24,29,12
2,20.42,159,1113,11,28,26,33
2,20.5,159,1031,10,22,30,28
2,20.93,155,421,4,7,43,3
2,18,159,633,6,6,44,2
2,18.75,155,531,5,9,49,2
2,19,19,213,2,3,38,7
7,19,142,1624,16,45,15,2
1,23.75,139,1622,16,45,11,33
2,18.45,155,2521,25,31,19,3
6,21.42,156,712,7,16,68,17
7,0.08,159,713,7,16,67,26
2,18.5,17,2511,25,36,18,2
2,14.17,19,2515,25,37,19,3
2,21.5,159,1533,15,28,25,19
2,21.17,155,232,2,20,40,25
2,21.22,155,1134,11,24,27,19
2,19.5,96,1931,19,32,6,33
2,20.98,159,423,4,10,46,25
2,21.5,159,2531,25,29,25,25
2,19.67,155,1014,10,24,29,11
2,19.67,142,922,9,14,58,3
2,21.33,142,1422,14,26,23,8
1,18.75,124,232,2,20,40,3
2,19.63,139,413,4,8,48,3
2,20.75,19,424,4,7,46,2
2,20.77,159,931,9,16,61,34
2,19.17,143,112,1,42,32,8
2,14.75,19,414,4,8,43,3
2,17.5,139,1121,11,26,23,4
2,18.5,150,431,4,7,51,4
2,15.87,155,1123,11,28,27,30
2,21.83,155,522,5,34,53,19
2,5.5,19,1121,11,26,23,33
2,20.5,124,123,1,2,32,33
2,19.5,175,411,4,8,43,18
1,3,139,1623,16,45,15,33
2,20.83,155,1214,12,27,24,28
2,22.02,155,726,7,15,67,19
2,22.58,159,1113,11,28,26,19
2,22.15,155,1524,15,37,25,19
2,21.3,159,2513,25,29,25,3
2,21.75,159,1723,17,33,14,33
2,18,17,2511,25,36,18,2
1,16.58,59,2534,25,37,23,2
2,20.6,159,421,4,7,43,19
2,18.23,75,1833,18,42,8,33
2,21.47,155,414,4,8,43,34
2,22.43,139,822,8,23,62,7
2,20.67,159,1614,16,36,76,7
7,7.32,25,2413,24,50,2,9
1,5.75,139,532,5,9,53,7
2,8,25,922,9,14,58,9
6,21,159,1431,14,1,22,18
2,19.5,159,1814,18,43,7,33
2,8.5,139,511,5,8,50,4
2,20.5,57,1221,12,26,24,18
2,13.25,153,533,5,9,54,3
2,13,101,1023,10,28,29,33
2,14.33,155,524,5,34,53,3
2,19,175,1814,18,43,7,33
2,12,175,833,8,13,64,33
2,21.25,159,1924,19,44,6,7
2,21.5,19,223,2,4,39,3
2,20.3,155,1132,11,24,29,34
2,19.5,159,2534,25,30,20,7
2,22.4,155,1512,15,29,25,3
2,12,175,833,8,13,64,9
2,20.75,59,2531,25,29,25,25
2,22.5,19,1513,15,29,25,3
2,21.85,17,1022,10,24,29,19
2,21.33,19,232,2,20,40,7
2,18,155,323,3,6,69,3
2,19,139,1014,10,24,29,7
2,20,19,312,3,20,42,33
2,21.67,19,732,7,6,68,3
2,21.5,27,1911,19,47,4,8
2,21.5,161,212,2,3,35,2
2,20.77,142,931,9,16,61,34
2,17.85,59,511,5,6,49,30
2,22.92,139,513,5,34,49,3
2,20.47,17,612,6,17,71,19
1,21.25,139,511,5,6,49,2
2,23.25,131,713,7,16,67,19
2,23.05,155,1834,18,42,8,19
2,20.32,155,1913,19,46,3,3
2,23.07,155,412,4,8,46,19
2,22.47,141,2531,25,29,25,19
2,23.45,19,921,9,14,58,3
2,23.33,155,1532,15,37,25,19
2,23,159,724,7,16,68,19
2,19.5,159,1234,12,25,31,33
2,15.5,127,1513,15,29,25,6
2,21.38,159,634,6,6,49,2
2,23.5,139,512,5,9,49,7
7,15.07,139,533,5,9,54,25
1,15.5,139,513,5,34,49,2
2,0.02,75,513,5,9,50,9
2,21.13,155,1014,10,24,29,3
2,20,155,922,9,14,58,3
2,22.42,159,814,8,23,56,3
1,9,139,422,4,7,46,33
2,19,159,324,3,8,43,18
2,23,159,614,6,21,71,7
3,0.08,159,1121,11,27,23,25
2,22.5,19,715,7,15,67,7
2,22.42,139,713,7,16,67,3
2,21.92,159,1012,10,24,29,3
2,23.32,159,1022,10,24,29,19
2,20.5,129,2533,25,37,23,3
2,22.83,159,1112,11,27,23,7
2,8,124,1011,10,24,29,18
3,0.15,159,1124,11,28,27,7
2,23.67,159,1111,11,37,23,3
2,23.87,159,922,9,12,58,19
7,17,139,1622,16,45,11,9
2,23.42,141,734,7,17,67,3
3,0.08,19,713,7,16,67,7
2,22.75,127,2423,24,49,1,25
2,23.33,59,2511,25,36,17,2
2,19,175,1212,12,32,24,18
1,22,159,722,7,20,68,18
7,15,19,414,4,8,43,3
2,21.5,159,1533,15,24,25,34
2,23.48,19,1623,16,45,11,2
3,0.83,139,523,5,34,53,3
2,13,103,2232,22,34,73,18
2,23.5,142,532,5,9,54,7
3,1,159,731,7,6,69,2
3,0.27,155,1524,15,37,25,19
7,2.58,77,833,8,13,65,7
2,23.33,19,1421,14,35,24,3
1,16.42,156,1421,14,1,22,2
2,23.37,143,1712,17,39,13,28
2,23.57,139,934,9,16,61,4
2,11.75,124,1432,14,1,22,25
2,23.75,19,911,9,12,58,3
3,1,19,331,3,5,43,3
2,22.92,19,225,2,20,40,3
3,0.33,159,2511,25,29,19,30
3,1.87,159,1113,11,28,25,26
2,16.75,75,112,1,42,32,33
3,1.23,159,2525,25,30,22,25
3,1.83,124,1424,14,1,24,7
3,0.25,19,713,7,16,67,3
3,1.75,92,211,2,2,35,8
2,21.42,19,1611,16,41,10,3
2,23.83,139,712,7,16,68,28
2,21.68,159,835,8,18,70,18
1,9.25,124,2213,22,19,72,33
2,22.47,155,2211,22,19,74,3
3,2.92,155,1522,15,29,25,30
2,23.5,17,831,8,18,66,3
3,1.42,19,813,8,13,62,3
3,3.42,142,1122,11,28,26,19
2,20.75,139,431,4,7,51,3
2,23,159,2511,25,36,17,33
2,16,139,1111,11,37,23,25
3,3.62,92,1533,15,24,25,34
3,0.02,159,423,4,7,46,25
1,19,139,1915,19,46,3,33
1,21.5,159,1912,19,47,3,3
3,2.58,159,2514,25,31,19,3
3,3.4,155,2521,25,31,19,3
2,22,129,1223,12,27,28,18
3,1.6,159,123,1,2,32,34
2,23.8,19,824,8,16,66,3
3,3.5,155,123,1,2,32,3
3,1.12,92,931,9,16,63,3
2,23.8,19,1014,10,24,29,33
3,2.72,139,414,4,8,46,3
2,23.17,159,411,4,5,43,3
3,0,139,421,4,7,43,3
2,22.67,19,422,4,7,46,4
3,2.83,139,723,7,6,68,3
2,12.85,19,632,6,6,44,2
2,14.25,159,611,6,18,71,3
3,1.98,19,1112,11,27,23,3
3,1,175,1225,12,2,28,3
3,3,19,2422,24,49,1,3
3,1.97,159,621,6,21,71,30
3,2.83,19,624,6,6,69,7
3,0.5,159,832,8,15,66,33
2,23.83,139,1122,11,28,26,33
2,22.5,159,2533,25,37,25,7
2,22,159,1731,17,30,16,33
3,2.63,17,631,6,8,44,7
2,17.5,159,1112,11,27,23,33
2,12.33,155,614,6,18,71,3
3,5.5,155,1115,11,28,26,33
3,5.42,155,1121,11,27,23,30
6,12,139,2432,24,40,1,9
3,3.6,78,915,9,11,60,33
3,2.33,159,934,9,16,61,7
2,18.5,19,2422,24,49,1,8
3,0.5,139,1624,16,45,15,3
2,22.75,139,323,3,6,69,3
1,16.07,19,1624,16,38,15,25
1,17,153,1611,16,41,10,7
3,4.33,159,2533,25,37,25,3
2,17.5,139,1622,16,45,11,25
2,4.67,139,2514,25,30,19,23
3,2.63,159,1033,10,12,30,2
2,5.68,142,2232,22,34,73,7
3,7.25,19,225,2,3,40,7
3,6,159,1513,15,29,25,33
3,3.1,156,2213,22,21,73,33
4,6,72,923,9,14,63,9
3,21,72,923,9,14,63,9
2,22,159,1033,10,12,30,7
2,22,159,1822,18,32,8,7
3,6.75,140,1624,16,38,15,4
4,10,22,221,2,4,38,9
2,20,159,1011,10,24,29,7
2,23.98,19,311,3,20,40,33
7,20,159,1011,10,24,29,7
2,22,140,1031,10,22,30,4
1,17.33,143,1824,18,42,8,33
2,22.13,19,1634,16,38,15,3
4,12,129,1624,16,38,15,33
2,13.08,152,133,1,2,35,3
2,20,159,1215,12,27,24,18
3,4,159,1533,15,24,25,33
3,8.17,175,1215,12,27,24,3
3,8.18,142,1533,15,29,25,7
3,4.83,139,2512,25,29,19,31
3,4.5,77,2511,25,36,18,7
3,8,19,631,6,6,44,2
3,8,69,634,6,21,49,33
1,9.33,19,612,6,17,71,2
6,6.5,139,913,9,11,60,25
2,13.18,139,732,7,17,68,4
7,19,139,2534,25,30,23,23
3,2,159,733,7,17,68,33
2,17,124,2521,25,31,19,2
2,6.67,57,921,9,12,58,9
2,16,140,1624,16,38,15,7
1,18,140,414,4,7,46,4
2,15.5,141,922,9,12,58,3
2,13.23,139,611,6,17,71,4
3,8.08,155,424,4,10,46,3
5,0,57,532,5,9,53,33
3,7.67,155,2523,25,31,21,3
1,13,19,334,3,7,43,25
3,8.42,96,2422,24,49,1,33
3,8.05,96,2422,24,49,1,33
3,7.22,19,411,4,8,46,2
2,23,19,333,3,5,43,3
3,8.92,19,831,8,18,66,3
3,12.25,124,1111,11,37,25,25
3,9,159,823,8,15,66,18
2,10,139,813,8,13,64,25
3,9.33,155,2033,20,46,3,19
3,7.67,155,825,8,15,66,3
3,9.75,25,1234,12,25,31,3
6,15,22,112,1,42,32,9
3,9.93,155,1112,11,27,23,25
2,22.5,159,2535,25,26,23,33
2,21,159,2531,25,29,25,7
3,8.75,78,2515,25,30,19,3
3,6.67,139,2532,25,37,25,3
3,8,159,211,2,3,35,3
2,11.13,124,213,2,3,35,33
3,7.75,139,834,8,18,70,25
1,15,139,2521,25,31,20,23
3,8.52,19,1034,10,12,30,34
2,15.13,124,822,8,16,66,25
2,9,19,332,3,5,43,2
3,10.13,155,1112,11,27,23,19
5,12,139,1814,18,43,7,9
1,20,19,1434,14,32,22,33
2,15.5,65,213,2,3,38,33
2,17.37,75,1834,18,42,8,33
3,8,155,1133,11,24,27,19
7,19.67,139,1124,11,28,27,7
3,10,57,1834,18,42,8,9
3,7.5,159,1111,11,37,23,25
3,7.5,159,1133,11,24,26,30
2,22,124,414,4,8,43,8
2,19.12,159,2424,24,49,1,7
4,0.02,139,1522,15,29,25,9
2,6.83,159,2512,25,36,18,7
1,10.5,168,934,9,16,61,33
2,17,19,1823,18,27,8,9
3,10.5,139,833,8,13,65,7
3,10.3,19,431,4,7,51,33
3,1,159,2511,25,36,17,33
1,10,57,1235,12,25,31,9
2,13,139,1113,11,28,26,7
2,16,140,1624,16,38,15,4
3,9,168,2212,22,19,72,33
3,8,159,1732,17,35,21,33
6,0.02,19,222,2,4,39,33
6,16,73,1411,14,35,22,7
2,14.5,19,413,4,8,48,33
5,20.25,57,2024,20,48,3,33
3,10,159,323,3,6,69,7
1,9,140,833,8,18,70,7
3,15,168,2232,22,34,73,4
7,16,159,725,7,17,67,7
3,8.5,155,123,1,2,32,3
3,5,159,522,5,34,49,18
2,18.25,153,1532,15,28,25,3
2,21,77,1923,19,44,6,33
6,10,19,1412,14,35,22,33
1,15.82,155,921,9,12,58,3
2,20,36,2422,24,49,1,7
3,10.35,155,2532,25,37,25,19
3,8,155,511,5,9,49,33
3,10,155,221,2,3,38,19
3,11,17,1115,11,28,26,19
3,11.25,155,1532,15,28,25,19
2,13,175,1914,19,46,3,33
3,9.38,129,524,5,34,53,3
3,10.67,96,912,9,11,59,33
3,7.5,96,912,9,11,59,33
1,8,25,1232,12,25,28,9
1,15,101,235,2,5,41,33
3,7.5,139,1524,15,37,25,3
3,9.92,156,1524,15,37,25,33
3,11.5,141,832,8,15,66,2
6,5.5,140,1533,15,28,25,4
1,0,159,1421,14,26,23,7
7,1.5,27,1831,18,42,8,33
4,8,15,1654,16,41,76,18
4,0.02,124,2011,20,40,2,9
4,8,159,1822,18,43,8,33
6,22.5,139,424,4,10,46,23
2,22,19,1021,10,24,29,25
3,11.5,159,1113,11,28,25,19
3,11.33,2,1533,15,24,25,25
4,15.5,12,1653,16,41,76,25
3,11.67,155,1114,11,28,26,19
2,16,139,831,8,15,66,2
3,11.25,159,1021,10,24,29,33
2,22.5,139,1722,17,38,16,9
3,4,139,1532,15,28,25,7
2,19,159,1233,12,25,31,7
2,16.75,159,122,1,42,32,33
2,8.5,19,2411,24,49,2,7
3,11,129,2033,20,48,3,33
3,11.3,19,421,4,7,43,25
3,8.5,159,2222,22,21,71,33
3,0.02,159,212,2,4,36,18
2,23,159,312,3,20,42,33
2,20,159,324,3,8,43,33
4,8,124,2424,24,49,1,33
3,0,140,1932,19,32,7,4
3,10.95,155,1823,18,27,8,3
4,19.83,13,1652,16,41,76,33
2,22.22,142,2223,22,21,73,7
2,20.83,155,2232,22,34,73,3
3,9.5,156,2221,22,21,71,2
2,15.5,143,1033,10,12,30,2
3,11.02,141,1112,11,27,23,19
3,11.33,57,1614,16,41,76,2
3,11.25,159,213,2,3,35,33
2,22,159,913,9,11,60,33
3,12.3,159,1014,10,24,29,19
6,1.42,155,2535,25,26,23,3
3,10.5,19,1622,16,38,15,25
3,1,159,1614,16,41,76,18
3,5,19,1623,16,45,15,3
2,21.75,140,1921,19,47,5,7
3,8.25,159,1133,11,28,27,33
1,22,159,1613,16,41,10,33
3,9.47,159,912,9,11,59,33
2,21,139,1121,11,27,23,7
3,7.5,19,1624,16,45,15,3
3,11.75,159,1122,11,28,26,19
3,11.63,155,1221,12,27,23,7
1,20.5,159,632,6,8,44,30
3,2,159,2534,25,30,20,7
2,14,143,122,1,2,32,33
2,21.5,139,2515,25,37,19,2
3,6.5,159,1131,11,24,25,7
3,12.27,124,312,3,20,69,33
3,8.5,124,622,6,21,71,9
3,12,139,1921,19,32,5,9
5,9,155,122,1,2,32,33
3,2,159,1733,17,33,21,33
2,11,139,614,6,18,71,9
2,15,177,1732,17,31,21,7
3,12.33,92,1513,15,29,25,19
2,19,142,614,6,18,71,3
3,11.95,92,2533,25,37,25,8
3,12.83,159,421,4,7,43,33
3,11.92,124,624,6,6,44,7
3,11.3,159,2031,20,40,4,3
3,11.32,155,423,4,7,46,7
2,15,129,1215,12,26,24,33
7,17,124,413,4,8,47,4
3,6.83,159,2514,25,31,19,33
5,3.5,15,1654,16,41,76,9
2,22.5,140,1412,14,35,22,4
2,20,175,1214,12,27,28,33
2,21.75,159,1532,15,28,25,18
2,18,159,1011,10,24,29,3
3,10.28,19,632,6,8,44,3
2,23,140,421,4,7,43,33
3,6,139,833,8,13,65,4
3,10.5,155,431,4,7,51,2
3,3.15,161,423,4,8,48,4
7,10.17,139,1011,10,24,29,3
2,20.5,155,513,5,34,49,30
3,9.5,175,132,1,2,33,33
3,13.33,17,1933,19,44,6,33
1,7,175,1031,10,22,30,2
3,8.92,19,1033,10,12,30,3
3,13,159,312,3,20,42,25
3,11.4,17,713,7,15,67,34
2,22.25,19,723,7,16,68,2
3,13,139,612,6,17,71,33
3,13,155,724,7,17,68,3
3,12.53,141,1513,15,29,25,3
7,19.33,129,1115,11,28,26,19
3,11.42,159,1512,15,29,25,7
3,11.17,75,622,6,21,44,33
3,10.08,124,1111,11,37,25,33
5,18.53,155,1123,11,28,27,19
6,0.02,124,1423,14,26,24,33
3,13.58,155,1431,14,1,22,3
2,1.57,92,1113,11,28,26,30
3,12,141,1113,11,28,26,7
3,13.75,159,2222,22,21,71,19
3,11.7,159,1135,11,2,27,2
3,12.5,155,1122,11,28,26,3
2,17.92,19,832,8,15,66,33
3,8.83,19,733,7,6,68,2
5,22,175,734,7,17,67,33
3,6,139,712,7,16,68,9
3,9.5,139,634,6,6,49,25
3,11.25,139,523,5,34,53,25
2,9,19,713,7,16,67,2
2,8.5,139,723,7,20,68,4
3,3.77,22,423,4,7,46,9
5,0.02,142,2211,22,19,74,7
3,10.25,139,513,5,34,49,7
6,19,19,935,9,3,61,25
3,6.17,19,532,5,9,53,3
3,14.25,155,712,7,16,68,19
1,10,139,1133,11,24,29,9
2,21,159,2533,25,37,23,33
3,13.1,156,113,1,2,32,33
5,17.25,92,1011,10,24,29,19
5,15.78,155,1132,11,24,26,19
2,12,139,835,8,18,70,33
3,9.5,19,1034,10,12,30,2
4,12,139,1012,10,24,29,4
3,11.73,139,1412,14,35,21,25
3,12.5,19,1811,18,32,7,3
3,6.87,96,912,9,11,59,33
1,12.5,139,1922,19,44,6,33
6,0.02,159,431,4,7,51,33
3,5,140,822,8,23,62,7
7,11.67,124,112,1,42,32,33
3,13.75,175,1935,19,43,7,33
5,10.63,155,1123,11,28,27,19
3,11.67,139,2515,25,30,19,4
3,12.05,141,512,5,34,49,3
5,8,139,633,6,6,49,33
2,20,139,413,4,8,47,7
3,12,19,324,3,5,43,25
3,13.75,159,1132,11,24,26,33
1,14.5,139,1533,15,24,25,33
3,13.25,96,2031,20,40,4,33
3,12,159,2521,25,31,19,7
3,0.03,159,2515,25,37,19,7
5,22,19,1732,17,30,21,3
3,9.5,124,1111,11,28,23,3
5,22,159,1111,11,37,23,18
1,14,124,413,4,8,47,33
3,13.83,155,1112,11,27,23,19
2,21,139,1022,10,24,29,23
2,17,159,1122,11,27,23,18
3,14,139,1121,11,27,23,3
3,1,141,433,4,10,52,7
3,12.33,92,914,9,11,60,2
2,5.5,159,334,3,7,43,33
2,20.42,96,1611,16,41,10,33
3,8.52,19,1034,10,12,30,34
2,11,159,131,1,2,33,18
2,23,141,433,4,10,52,7
3,14.92,155,2223,22,21,71,2
3,14.5,19,333,3,5,43,33
3,14,159,213,2,3,38,7
3,12,129,814,8,23,56,18
3,11.5,155,412,4,8,45,30
3,12.02,159,724,7,17,68,7
4,12.5,152,421,4,7,43,31
3,11.75,159,1523,15,28,25,2
3,13,159,1523,15,28,25,33
1,16.5,124,1531,15,28,25,25
2,13,142,1522,15,29,25,33
2,22.5,143,1922,19,32,6,7
3,7.75,159,1533,15,28,25,30
3,13.82,159,1134,11,28,27,19
1,23,23,722,7,6,68,12
3,14.22,124,224,2,3,38,3
5,11,124,434,4,10,55,7
2,23,159,614,6,18,71,2
3,13.27,155,1034,10,12,30,2
3,14.07,159,1013,10,22,30,7
2,21.83,19,1024,10,24,29,3
3,0.57,19,1024,10,24,29,25
2,19,139,2532,25,37,25,9
2,21.67,139,2534,25,30,23,7
3,9,139,1031,10,22,30,9
3,15.25,127,1624,16,38,15,3
3,14.87,155,1133,11,24,29,19
3,9,142,613,6,21,71,33
3,15.67,17,2234,22,34,75,25
3,10.5,126,121,1,2,28,33
1,0.5,139,2412,24,50,2,7
3,13,19,1022,10,24,29,33
3,14.17,156,123,1,2,32,33
1,15,143,123,1,2,32,33
3,15,155,121,1,2,28,33
3,8,155,1032,10,22,30,2
2,9.5,124,524,5,34,53,33
5,18.98,129,1933,19,44,6,18
3,0.02,19,112,1,42,32,9
3,12,139,812,8,13,64,9
3,20,129,814,8,23,56,18
6,9,139,531,5,9,50,9
3,12,19,725,7,16,67,33
1,18.5,142,1724,17,33,14,33
3,11.25,159,1914,19,46,3,19
3,5,19,2411,24,50,2,25
3,15.08,155,825,8,15,66,2
3,15.97,69,112,1,42,32,8
4,10,139,1412,14,35,21,3
3,13.77,175,323,3,5,69,19
7,8,139,1412,14,35,21,6
6,15,124,622,6,21,44,33
3,13.5,139,1421,14,1,24,3
3,12.5,152,314,3,20,42,31
3,16.17,139,831,8,18,66,3
3,14.42,175,1833,18,42,8,3
3,16.62,155,1132,11,24,29,19
3,14,139,1133,11,24,27,25
3,15.23,139,1121,11,27,23,2
3,12.42,139,2423,24,49,1,3
3,15.1,159,1132,11,24,29,19
3,16.75,159,1113,11,28,25,3
2,9,139,2031,20,40,4,25
3,15.5,139,2033,20,48,3,2
3,17.17,155,1014,10,24,29,33
5,18,139,2032,20,47,3,33
5,9,139,711,7,20,68,9
3,15.23,36,533,5,9,54,7
7,9,19,1632,16,36,17,9
3,13.73,155,1231,12,2,28,33
3,15.17,122,212,2,3,35,2
3,13.5,152,2223,22,21,73,3
3,15.33,59,731,7,17,69,2
7,0.02,131,225,2,3,37,9
1,23,159,2413,24,50,2,33
3,16.67,129,624,6,6,44,19
3,14.83,71,1812,18,43,7,33
2,18,159,925,9,11,61,33
3,16.5,19,312,3,20,42,25
2,9,124,511,5,21,49,33
3,16.27,159,324,3,5,69,3
3,14.97,124,1222,12,2,27,9
3,16.38,155,312,3,20,69,2
3,17.5,131,1513,15,29,25,19
3,1.5,159,431,4,7,51,3
3,9,19,1531,15,37,25,7
3,17.58,127,1424,14,1,24,33
3,16.5,75,833,8,13,65,33
3,13,152,2031,20,40,4,33
3,11.37,129,912,9,11,59,7
3,17,139,732,7,6,68,25
6,16.5,157,915,9,11,34,3
5,15,139,725,7,17,67,25
3,15.33,159,822,8,14,63,7
3,14.55,159,1232,12,25,28,28
2,20.5,127,924,9,12,61,3
2,16.75,156,925,9,11,61,9
3,17,129,433,4,10,55,7
2,12,139,631,6,8,44,2
3,14.82,159,522,5,34,53,19
1,11.33,19,612,6,17,71,33
3,2,19,2431,24,49,1,3
3,16.05,44,533,5,9,54,3
3,10.63,159,524,5,34,53,3
3,13.83,112,113,1,2,32,2
3,14.45,57,122,1,42,32,8
3,16.68,159,222,2,4,39,18
1,21,159,812,8,23,64,33
3,15.5,124,834,8,18,70,33
3,9,139,833,8,13,65,25
3,17,159,1222,12,27,27,3
3,16.08,75,623,6,17,69,33
3,17.75,155,1624,16,38,15,2
3,2,159,512,5,9,50,18
3,17.05,92,623,6,17,69,8
7,8,124,1532,15,28,25,9
