DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
1,14,152,831,8,18,66,28
1,13,124,111,1,42,32,9
1,13.93,17,1522,15,28,25,3
7,19,159,1132,11,24,26,18
6,15.5,19,1421,14,26,23,33
1,14.75,155,1424,14,32,24,25
7,10,140,1434,14,1,22,4
1,16.23,155,311,3,20,40,19
7,13.5,129,924,9,11,61,33
1,15.2,96,223,2,4,39,33
1,15.12,19,421,4,7,43,8
1,18,19,1812,18,43,7,33
1,14.5,139,2213,22,21,73,3
1,16.83,75,924,9,12,61,33
6,18,159,2234,22,34,75,2
1,15.08,139,931,9,12,61,25
1,16.75,143,632,6,6,44,33
1,15,152,834,8,18,70,2
1,13,155,1831,18,42,8,33
1,16.67,155,611,6,18,71,3
1,16.25,19,631,6,8,44,3
1,16.78,175,1424,14,1,24,7
1,13,129,833,8,13,65,18
1,5,124,815,8,14,57,4
1,7.92,140,815,8,23,56,4
1,14.92,75,1833,18,42,8,33
1,12.75,19,611,6,17,71,4
7,18,19,1232,12,25,28,9
1,16.5,139,331,3,5,43,25
1,15.75,57,2221,22,21,71,33
1,15.8,155,234,2,4,41,28
1,11.75,159,2531,25,29,25,3
1,15.67,175,1423,14,1,24,19
1,5.83,159,1115,11,28,26,7
1,12.25,159,1123,11,28,27,3
1,5.3,139,1131,11,24,26,2
1,16.75,92,1112,11,27,23,7
1,14,75,1134,11,24,29,3
1,14.5,142,1111,11,37,23,3
1,12.33,139,1124,11,28,27,3
1,12,163,1135,11,2,28,25
1,15.17,139,1112,11,27,23,3
1,16.63,156,1111,11,37,23,3
1,12.83,129,2032,20,47,4,33
1,15,129,1023,10,25,31,33
1,17.27,19,1131,11,24,26,3
1,15.5,19,332,3,5,43,2
7,23,159,612,6,17,71,33
7,10,19,612,6,21,71,9
1,10,139,1131,11,24,25,9
7,15,57,412,4,8,48,25
1,15.97,152,1021,10,24,29,19
1,16,155,2012,20,40,77,33
5,9,124,2424,24,49,1,9
1,16.17,64,821,8,14,57,3
1,15.67,139,1024,10,22,30,33
1,9,129,921,9,14,58,33
1,14,124,414,4,8,46,9
1,15.25,159,1222,12,2,28,33
1,13,153,624,6,8,69,32
7,21,159,1433,14,32,24,33
2,8.68,124,733,7,17,68,25
6,3,139,211,2,4,35,33
1,17.08,159,1225,12,2,28,7
7,17,159,333,3,5,43,7
7,18,96,1812,18,43,7,33
1,17.75,159,332,3,5,43,33
7,14,124,422,4,7,46,33
7,17,159,623,6,6,69,25
1,17,19,413,4,8,47,7
1,16.57,155,2512,25,36,25,30
2,0,139,432,4,10,52,6
1,16.72,159,412,4,8,45,28
1,18,156,1412,14,35,21,33
1,16.5,17,1631,16,36,17,31
7,21,140,1212,12,32,24,4
7,20.5,155,424,4,10,46,3
1,5.5,139,1633,16,38,15,4
6,3,143,1923,19,46,6,33
7,17.5,140,1424,14,32,24,33
1,16.1,159,1134,11,24,29,2
5,21.73,139,1614,16,41,76,25
2,20.3,75,1833,18,42,8,33
1,8,140,2534,25,37,23,4
1,16,36,1022,10,24,30,2
1,8.5,159,531,5,9,49,7
1,16.5,159,513,5,9,49,3
1,18.17,71,1233,12,2,28,33
1,17.5,159,713,7,16,67,33
4,12,139,1732,17,30,21,9
1,16.75,155,1112,11,27,23,14
7,12,155,1431,14,1,22,3
1,13.5,139,732,7,17,68,7
1,9,159,1622,16,38,15,7
1,9,124,2535,25,26,22,33
1,15,124,1731,17,38,15,33
4,10,101,411,4,8,43,9
7,21.42,105,1225,12,2,28,19
7,20.5,159,1111,11,37,23,7
2,20,19,1924,19,44,6,25
1,17.25,75,2533,25,37,25,33
1,18,140,732,7,6,68,4
2,9,19,2533,25,37,25,25
1,14,25,113,1,42,32,9
1,18.27,17,723,7,6,68,19
1,18.65,155,724,7,17,68,3
1,14,139,1422,14,26,23,33
1,16.55,139,2515,25,29,19,3
1,14.92,155,2422,24,49,1,3
1,17.25,17,1123,11,28,27,19
7,14.17,19,732,7,6,68,3
5,17.5,159,213,2,3,38,7
7,2,139,1924,19,44,6,33
1,18,127,815,8,23,57,3
1,17.03,75,111,1,42,32,33
1,16.75,139,611,6,18,71,7
1,18.17,156,1531,15,28,25,7
1,16.33,57,1423,14,26,24,33
1,14.93,75,632,6,6,44,33
1,17.75,140,732,7,6,68,33
1,18,141,1522,15,29,25,19
1,16,141,1512,15,29,25,33
1,15.17,17,1531,15,37,25,25
1,14.7,175,1723,17,33,14,7
7,17.5,139,1634,16,45,15,25
1,10.33,19,213,2,3,38,25
1,18.25,71,821,8,14,63,7
5,19.75,175,1814,18,43,7,33
1,11.38,75,121,1,2,28,9
7,15.5,156,124,1,2,28,7
5,14,124,413,4,8,51,33
1,17.03,159,1522,15,29,25,3
1,14.82,96,1922,19,44,6,33
7,14,19,423,4,7,48,2
1,2,159,715,7,15,67,33
7,15.25,159,132,1,2,33,33
1,11.5,75,111,1,42,32,33
1,16.3,75,833,8,13,65,33
1,18.5,139,1111,11,27,23,25
1,18.53,17,1133,11,24,26,3
1,17.75,19,1122,11,28,26,3
7,19,139,1225,12,2,28,4
7,20.25,124,723,7,16,68,3
1,18.45,155,725,7,17,67,19
1,14.17,127,2032,20,47,4,31
5,2,159,2431,24,49,1,7
6,11.5,143,2033,20,48,3,33
1,6.75,139,2525,25,31,20,4
1,16.6,156,923,9,14,63,3
1,10,142,412,4,8,48,33
1,18.1,159,613,6,21,71,33
1,19.03,159,712,7,16,68,19
1,19.75,124,1122,11,28,26,19
1,19.37,159,734,7,17,67,19
1,19.5,96,412,4,8,48,33
7,19,159,2221,22,21,73,18
1,11.33,19,333,3,5,43,7
1,19.55,159,1524,15,37,25,19
1,17.83,156,1834,18,42,8,33
6,13.17,142,1013,10,22,30,33
1,16.5,19,823,8,15,66,33
1,11.93,141,234,2,4,41,33
1,17.75,155,1021,10,24,29,3
1,19,159,815,8,14,57,33
7,19,49,1013,10,22,30,3
2,9.67,139,1711,17,39,12,7
7,5.15,159,2532,25,37,25,33
1,9.75,159,331,3,5,42,23
1,17.1,19,1223,12,27,28,19
1,19.25,159,511,5,9,49,18
1,17.83,155,811,8,23,56,3
1,3.5,159,2413,24,50,2,18
1,20.17,129,2532,25,37,25,19
1,19.92,155,2534,25,30,23,26
1,19.92,129,1122,11,28,26,19
7,16,58,2412,24,50,2,33
7,23.5,139,413,4,7,48,3
1,18.8,17,2533,25,31,20,19
1,19.25,159,1524,15,37,25,19
1,18.5,155,931,9,16,61,2
1,17.17,101,722,7,20,68,33
1,18.57,155,1111,11,28,25,19
1,18.5,139,814,8,23,56,9
1,19.53,155,832,8,15,66,19
1,19.1,159,815,8,14,57,28
3,15.03,124,432,4,10,52,25
1,19.07,155,1133,11,24,26,3
1,19.25,143,2222,22,21,71,7
1,19.25,19,2022,20,48,77,1
7,10.5,122,2212,22,19,75,3
1,18.83,141,1731,17,30,15,2
1,19.83,139,711,7,20,68,3
7,3,139,2422,24,49,1,3
1,19.33,175,1633,16,38,15,19
7,20.5,19,2422,24,49,1,4
1,19.5,139,722,7,6,69,3
2,17,139,2424,24,49,1,33
1,18.93,155,1524,15,37,25,34
1,18.67,156,1132,11,24,29,33
1,20,143,2432,24,49,1,33
1,18.22,155,934,9,20,61,3
1,15,19,1831,18,42,8,4
1,16.5,156,614,6,18,71,33
1,19.58,159,824,8,14,63,19
1,17.5,19,423,4,10,46,23
3,8,19,1832,18,42,8,33
1,18.63,139,2221,22,21,71,34
1,19.5,155,1132,11,24,26,19
1,20.05,96,622,6,21,44,8
1,8,19,1812,18,43,7,4
1,19.12,155,624,6,8,44,3
1,20.83,139,1724,17,33,14,7
1,19.45,19,726,7,15,67,19
1,20.83,19,623,6,17,69,3
1,17.57,124,1821,18,27,8,8
1,18.75,159,1924,19,44,6,33
1,19,19,812,8,23,64,7
3,7,19,813,8,13,64,25
1,9,139,1633,16,38,17,4
1,18.67,139,513,5,34,49,3
7,17,140,1623,16,45,11,4
1,20.58,155,2515,25,37,19,2
5,11,139,1722,17,39,14,33
7,19,159,1431,14,1,22,7
1,20.35,155,2521,25,31,19,19
4,17.42,139,1431,14,1,22,9
1,19.42,159,222,2,4,39,2
7,0,159,1431,14,1,22,7
1,20.75,59,333,3,5,43,33
1,18.33,139,1112,11,27,23,25
1,20.75,19,912,9,11,59,3
1,19.75,148,331,3,5,43,2
1,20.25,19,323,3,6,69,3
1,19.27,142,512,5,9,50,19
1,17.25,161,624,6,8,44,9
1,18.75,153,2234,22,34,75,3
1,19.5,127,2424,24,49,1,7
1,18.33,19,2412,24,50,2,25
1,19.57,159,921,9,14,58,9
1,20.67,19,214,2,4,38,2
1,20.92,75,111,1,42,32,33
1,20.92,139,835,8,18,70,7
1,20.75,175,423,4,7,46,33
1,5,19,422,4,7,46,4
1,17.33,19,212,2,4,36,3
1,20,19,921,9,12,58,3
1,13.5,57,1832,18,42,8,4
1,20.57,159,722,7,20,68,5
1,18.95,159,1524,15,37,25,3
1,17,159,1531,15,37,25,3
1,19.37,155,324,3,5,43,3
1,18.67,57,2531,25,29,25,7
1,21.18,159,823,8,15,66,14
1,22,19,314,3,20,42,2
1,19.27,139,512,5,9,50,19
1,20.5,142,1012,10,24,29,2
1,21.87,155,733,7,6,68,19
5,9,139,321,3,20,42,25
1,21.5,155,1012,10,24,29,3
1,20.63,159,532,5,9,53,34
1,20.67,129,1033,10,12,30,3
1,21,155,1011,10,24,29,3
1,20,139,513,5,34,49,3
7,1,175,225,2,3,68,2
1,21.1,142,423,4,7,46,3
1,22.52,175,922,9,14,58,19
1,22.25,139,934,9,16,61,3
1,22.67,168,725,7,15,67,34
1,19.25,131,321,3,6,42,25
1,22.58,155,1532,15,28,25,19
1,22.75,155,312,3,20,42,19
6,23,19,1114,11,28,26,23
1,22.5,139,1733,17,33,16,25
1,11,139,414,4,8,43,25
1,0,139,1223,12,2,28,33
1,7,142,1423,14,26,24,33
1,20.98,159,915,9,11,60,19
1,22.73,155,1221,12,26,24,3
1,20.08,142,1211,12,1,24,3
1,20,155,1233,12,2,28,3
1,21.45,159,423,4,7,46,28
5,19,159,1424,14,1,24,7
1,19.92,139,414,4,7,46,4
1,20.25,150,112,1,42,32,3
1,22.27,155,1024,10,12,30,14
6,21,139,1513,15,29,25,25
1,7.5,8,1511,15,29,25,7
1,19,17,935,9,3,61,30
1,3.85,19,1533,15,28,25,4
6,21,139,915,9,3,34,3
1,15.83,159,1522,15,29,25,7
1,20,159,413,4,8,48,9
1,18.73,159,723,7,16,68,34
1,22.42,159,731,7,6,69,3
1,23.08,155,1924,19,44,6,19
1,7.38,139,811,8,23,56,2
1,9.87,139,811,8,23,56,25
1,23.3,139,2534,25,30,23,33
1,22.17,159,2521,25,31,19,7
1,21.75,155,422,4,7,46,3
6,19,143,2511,25,36,18,33
1,22.83,139,223,2,4,39,3
1,19.5,139,2515,25,37,19,25
1,21.92,159,423,4,7,46,28
1,23.42,92,1134,11,24,27,19
1,13,139,2411,24,50,2,33
2,0.08,155,1533,15,28,25,19
1,21,156,111,1,42,32,33
1,20.6,19,321,3,20,42,8
1,20.8,92,623,6,6,69,19
1,23.33,139,2212,22,19,75,7
1,22.42,143,1424,14,1,24,3
1,22.75,155,322,3,20,69,9
1,11,139,1012,10,24,29,7
1,23.17,159,2512,25,36,18,7
1,6,19,933,9,16,61,4
1,21.08,139,1623,16,45,11,3
1,23.97,159,1121,11,27,23,19
1,23.5,159,1523,15,28,25,7
1,23.67,129,1125,11,28,27,3
1,13.5,142,932,9,16,61,33
1,23,19,714,7,15,67,7
1,11.58,139,2423,24,49,1,25
2,0.27,159,733,7,17,68,4
2,0.42,19,2423,24,49,1,3
2,0.33,155,2533,25,37,25,3
2,0.38,155,2524,25,35,22,30
2,0.5,19,311,3,20,40,3
2,0,155,724,7,17,68,3
1,23.75,64,1123,11,28,27,3
2,0.08,159,411,4,8,45,19
1,21.25,143,1831,18,42,8,33
1,18,159,2234,22,34,75,33
2,12,19,411,4,8,45,9
1,21.25,159,621,6,17,71,3
1,22.17,19,531,5,9,50,7
1,21,159,834,8,18,70,18
2,1.5,161,1532,15,28,25,17
2,1,159,931,9,20,61,3
2,0.33,129,212,2,4,35,18
1,21.17,139,1122,11,28,26,8
6,0,139,1114,11,28,26,31
1,23.92,159,1423,14,26,24,18
2,0.67,159,1232,12,2,28,7
2,1.7,155,1132,11,24,26,19
2,1.5,71,122,1,42,32,2
2,1.5,19,1634,16,38,15,25
1,23.88,159,423,4,7,46,3
2,1.32,17,1924,19,44,6,3
2,0.17,19,424,4,10,46,3
1,22.25,92,623,6,6,69,8
1,22.08,139,422,4,7,46,3
1,3.17,159,723,7,16,68,3
1,18,159,1232,12,2,28,7
1,12,152,412,4,8,45,2
2,1.12,127,1925,19,46,6,19
2,0.83,159,2233,22,34,75,7
2,2.5,139,725,7,15,67,7
2,2.67,129,2431,24,49,1,30
2,1.32,17,1923,19,44,6,3
2,1,159,732,7,6,68,2
1,23.92,155,623,6,6,44,3
2,1.75,175,331,3,5,43,25
2,3.75,19,732,7,17,68,7
1,21.5,129,312,3,20,69,33
1,19,159,1533,15,29,25,33
2,0.67,159,1232,12,2,28,33
1,21.25,143,1831,18,42,8,9
2,2.85,159,2531,25,29,25,25
1,22,159,1822,18,27,8,33
2,3.5,155,714,7,15,67,30
1,23.88,159,1821,18,27,8,2
6,23,27,1424,14,1,24,3
3,12,139,1215,12,27,24,9
2,3.2,19,1934,19,44,6,3
2,0.02,155,1813,18,43,7,30
2,0.03,155,1713,17,39,14,3
2,0.25,159,324,3,5,43,30
2,2.25,92,1134,11,28,27,30
2,1.17,155,631,6,8,44,31
2,3.58,77,431,4,7,51,7
2,1.62,124,124,1,2,28,7
1,19.33,127,1022,10,24,29,3
2,4,159,1212,12,32,24,7
2,4.92,142,1122,11,28,26,19
5,11.25,155,1922,19,47,5,9
1,23.25,143,1524,15,28,25,30
2,0.5,143,1624,16,45,15,4
2,4.7,175,913,9,11,60,30
2,5.5,19,831,8,15,66,3
2,4.83,139,422,4,7,46,8
2,2.83,19,911,9,12,58,3
1,7.5,19,422,4,7,46,4
2,3.67,19,733,7,17,68,3
1,3,142,232,2,20,40,2
2,4.75,124,414,4,8,43,7
2,2.62,175,413,4,8,48,34
2,5.73,156,412,4,8,45,7
1,23.4,159,2522,25,31,19,3
2,5,139,433,4,10,55,3
2,6.25,141,1733,17,33,16,7
2,6.13,155,1113,11,28,25,30
5,18.75,72,2514,25,30,19,9
2,7.02,155,1022,10,24,29,19
1,16,139,432,4,10,52,3
2,5.45,143,412,4,8,48,4
2,7,159,1231,12,2,28,33
3,20.22,19,1834,18,42,8,9
1,22,19,421,4,7,43,4
1,10.97,64,2432,24,40,1,3
2,0.75,59,1613,16,41,10,8
1,21,17,1014,10,24,29,18
6,23.5,139,834,8,18,70,25
1,21.5,129,2031,20,40,4,7
2,4,159,2515,25,29,19,7
1,21.5,159,624,6,6,69,7
5,10,159,123,1,2,32,33
1,12,139,1732,17,39,16,9
2,7.58,139,614,6,21,71,2
2,6.28,72,614,6,21,71,30
2,7,159,431,4,7,51,7
2,7.5,75,112,1,42,32,33
1,21,142,431,4,7,51,7
7,8.85,25,2413,24,50,2,9
2,5.58,59,412,4,8,45,4
2,8,19,324,3,5,43,7
1,7,19,312,3,20,42,25
1,19,159,1211,12,26,24,7
1,22.5,159,824,8,16,63,18
2,8,159,725,7,17,67,33
1,18.5,159,411,4,8,45,18
2,4,124,612,6,17,71,33
1,20,159,725,7,17,67,33
1,15.5,159,833,8,13,65,30
1,22,129,124,1,2,28,7
6,12.17,13,1653,16,41,76,25
5,9,25,1021,10,24,29,9
1,19,124,2032,20,47,3,4
2,8.25,96,824,8,16,66,3
1,21,159,823,8,15,66,33
2,9.17,19,311,3,20,40,2
1,19,159,1232,12,2,28,7
1,16,78,332,3,5,43,33
1,6.17,143,324,3,5,43,33
3,14.33,13,1653,16,41,76,25
3,7,124,121,1,2,28,9
2,8.83,19,912,9,11,59,3
6,15,139,324,3,5,43,9
3,15.5,13,1651,16,41,76,25
3,7,19,1923,19,44,6,9
1,19,159,823,8,13,65,33
4,17.5,64,1821,18,42,8,33
4,18,140,122,1,42,32,7
2,8.25,19,731,7,17,69,23
5,12,140,1911,19,47,4,33
2,9.25,153,734,7,17,67,19
6,18.5,159,431,4,7,51,33
2,0.02,124,2212,22,19,75,9
1,10,19,1423,14,26,24,4
1,14,75,111,1,42,32,33
2,10,159,431,4,7,51,7
5,0,139,314,3,20,42,4
1,23.5,141,1211,12,26,24,2
1,17.5,139,314,3,20,42,7
5,10,141,612,6,17,71,33
2,9.75,159,323,3,6,69,33
6,20.75,127,913,9,11,60,3
2,9,150,634,6,21,49,7
1,12,143,122,1,42,32,9
7,22.53,64,324,3,5,69,12
1,16,139,2432,24,40,1,9
1,9,139,424,4,10,46,33
3,9,139,213,2,3,38,9
2,8.25,19,212,2,4,35,3
1,23.5,159,232,2,20,40,18
6,16.37,139,2433,24,48,77,9
1,11.58,129,422,4,7,46,30
1,22,159,1933,19,32,6,33
2,9.68,17,1213,12,27,24,30
1,13,159,632,6,8,44,9
2,1.75,129,833,8,13,65,33
7,8.25,19,912,9,11,59,25
2,5.5,19,421,4,7,43,23
1,19,159,823,8,16,66,33
1,22,159,1923,19,46,6,3
4,0.02,95,232,2,20,40,31
2,10.08,139,2521,25,30,19,3
2,0.02,159,2521,25,31,19,18
1,6.4,19,623,6,6,44,25
2,10.95,142,1133,11,24,27,19
1,15,159,2012,20,40,77,18
6,11,159,1833,18,42,8,33
2,8,139,2011,20,40,4,4
5,8.48,155,211,2,4,35,33
1,12,152,212,2,3,35,2
1,22,159,2212,22,19,75,33
6,17,139,513,5,9,49,33
2,9.82,17,531,5,9,49,19
2,0.08,159,1921,19,32,5,33
2,10.25,92,513,5,34,49,3
2,7.17,139,1711,17,39,13,4
6,8,19,133,1,4,35,3
4,7.67,139,1421,14,1,24,9
4,22.5,139,533,5,9,54,18
1,0.08,140,823,8,13,65,4
3,18.5,139,1424,14,1,24,3
2,1.73,139,522,5,34,49,3
1,11.17,152,1421,14,1,24,3
1,19.25,159,523,5,9,53,3
1,20.5,159,1731,17,30,16,7
1,18.85,92,532,5,9,53,33
4,19.22,153,1411,14,33,21,7
1,14,159,424,4,10,46,33
1,18.55,159,622,6,21,71,33
1,11.37,57,122,1,42,32,33
1,22,17,624,6,6,69,33
1,17,139,1633,16,38,15,4
1,23.5,159,722,7,20,68,7
1,14,139,613,6,21,71,9
2,11.08,155,1533,15,24,25,19
1,9,25,121,1,2,28,9
5,20.5,75,513,5,9,50,33
7,10.25,101,1834,18,42,8,3
2,0.02,159,1125,11,2,27,18
4,19.5,124,933,9,16,61,31
2,8,19,1722,17,39,16,25
2,9.5,152,1731,17,38,16,3
5,22.5,159,1423,14,26,24,2
1,9,139,123,1,2,32,9
6,15,159,714,7,15,67,33
2,9.25,44,533,5,9,54,19
2,11.25,96,2023,20,48,77,33
3,8,19,934,9,16,61,9
1,14,159,421,4,7,43,7
2,11,139,524,5,34,53,25
7,12,19,1024,10,22,30,4
4,13,139,212,2,4,36,2
1,15.5,58,1033,10,12,30,7
7,10,139,831,8,18,66,9
2,7.4,142,1031,10,22,30,19
7,8,139,1011,10,24,29,9
7,8,139,823,8,15,66,7
5,14,155,831,8,15,66,3
1,11,139,612,6,17,71,2
7,6.93,139,1931,19,32,7,8
2,10.83,175,1513,15,29,25,19
3,10.75,159,1832,18,42,8,7
7,16,124,222,2,4,39,33
7,18.5,1,1911,19,47,5,9
4,21,19,1914,19,46,3,33
1,9,139,123,1,2,32,9
2,8.83,159,1133,11,24,29,19
1,15.5,156,1724,17,33,16,33
7,0.02,124,2521,25,31,19,9
2,0.02,159,925,9,11,61,33
2,10.58,155,1132,11,24,29,2
2,9.42,159,924,9,12,61,33
2,11,21,2234,22,34,75,33
2,11.67,155,921,9,12,58,2
5,15,57,1732,17,35,16,9
6,18,124,2512,25,36,19,33
2,1,139,2423,24,49,1,25
2,11,139,932,9,16,63,25
2,10.25,17,1133,11,24,29,3
2,9,117,111,1,42,32,33
2,11.7,124,2533,25,37,23,8
2,8.5,139,2511,25,29,19,4
1,12,124,112,1,42,32,9
1,15.5,92,1724,17,33,16,9
2,9.92,141,1114,11,28,26,7
2,3,159,812,8,23,64,33
1,0.02,159,2533,25,37,25,7
2,9.33,17,1121,11,27,23,3
2,9,139,1612,16,41,10,9
1,12,19,1614,16,41,76,7
2,11.92,155,1511,15,29,25,19
2,1,103,213,2,3,38,33
2,11.57,159,513,5,34,49,25
2,11,19,1031,10,22,30,7
1,23,159,825,8,15,66,33
2,12,139,2432,24,40,1,26
2,10.5,155,711,7,20,68,33
1,20,96,1231,12,2,28,2
1,15.28,152,813,8,13,62,3
5,9.52,22,1922,19,44,6,9
2,9,159,414,4,8,45,18
2,12,17,1133,11,24,27,19
1,17,139,735,7,17,67,23
1,22.33,155,723,7,16,68,2
4,8.83,9,1652,16,41,76,8
2,12.5,159,1522,15,29,25,7
2,10.5,159,725,7,15,67,3
1,16.5,12,1651,16,41,76,33
2,10.08,156,1121,11,27,23,33
1,12,19,511,5,8,50,9
1,22,142,413,4,7,48,33
2,11.43,155,1914,19,46,3,19
1,17.97,139,825,8,15,66,25
2,5,19,314,3,20,42,4
2,1,159,823,8,13,65,33
2,10.5,139,713,7,16,67,33
2,9.83,124,432,4,10,52,25
2,11.33,19,832,8,17,66,3
2,9,139,2213,22,19,72,3
2,8.67,139,2232,22,34,73,2
4,19.33,3,1651,16,41,76,3
2,5.93,129,924,9,11,61,30
1,8.5,139,924,9,3,61,4
2,11.42,156,113,1,2,32,33
6,20,159,832,8,15,66,18
1,7.5,140,1031,10,22,30,4
3,9.83,129,1433,14,32,24,33
3,8,124,935,9,3,37,33
7,0.02,124,133,1,3,33,9
7,9,124,222,2,4,39,9
2,12.25,159,414,4,8,43,18
7,15,159,414,4,8,43,33
2,0.33,143,1613,16,41,10,7
1,17,159,825,8,15,66,33
4,15.33,168,632,6,6,44,33
2,13,19,1722,17,39,14,23
1,12,139,833,8,13,65,25
2,13.07,139,1013,10,22,30,3
2,9.5,141,831,8,15,66,2
2,9.33,139,812,8,23,64,4
2,12.75,19,614,6,21,71,25
2,10,159,1225,12,2,28,33
1,6,19,332,3,5,43,33
2,12,92,614,6,21,71,8
1,18.25,124,1712,17,39,14,7
2,1,159,1723,17,33,14,7
2,12.5,152,224,2,3,38,2
2,0.5,155,513,5,9,49,3
1,9.58,75,623,6,17,44,4
7,0.02,27,632,6,6,44,9
2,13,71,1831,18,42,8,2
4,16,155,1423,14,26,24,3
2,12.5,19,1533,15,28,25,3
3,9,139,2532,25,37,25,9
1,22,159,623,6,6,44,33
1,13,124,111,1,42,32,33
2,11.5,124,2234,22,34,75,33
2,13.27,159,735,7,17,67,25
1,0.02,139,811,8,23,56,25
2,13.68,155,1723,17,33,14,19
1,15,139,2521,25,31,19,2
2,11.28,124,1711,17,50,13,33
4,19,101,1023,10,28,29,33
1,20.5,159,1135,11,2,27,7
7,4.75,159,823,8,15,66,33
2,13.83,159,735,7,17,67,25
2,12.67,159,2513,25,29,25,9
5,3.32,96,1232,12,27,28,33
2,14,142,1522,15,29,25,19
2,12.5,152,934,9,16,61,3
2,11.82,159,612,6,17,71,7
1,20.5,129,1513,15,29,25,33
2,12.67,155,2523,25,31,21,7
1,22.5,139,1512,15,29,25,7
1,17.25,139,431,4,7,51,3
2,9.65,175,1022,10,24,29,3
2,11.5,152,222,2,4,39,19
6,6.67,142,1712,17,40,13,33
4,15,19,1624,16,38,15,4
2,12.63,155,934,9,16,61,3
2,8.33,17,522,5,34,53,30
2,12.75,152,511,5,6,49,2
1,14.92,152,523,5,9,53,3
7,20,159,533,5,9,54,7
7,19.37,159,531,5,9,49,33
1,14.92,155,522,5,34,53,2
2,9.08,152,324,3,5,69,3
1,22,143,412,4,8,48,4
2,14.03,156,1013,10,22,29,33
1,15.5,36,533,5,9,54,3
2,12.5,19,624,6,8,44,3
2,14.48,155,1524,15,37,25,19
2,13.5,140,1111,11,37,23,7
2,11.67,141,522,5,34,53,7
1,13.25,152,412,4,8,45,3
1,17,159,1224,12,27,28,18
7,13,124,1422,14,26,23,9
2,13.83,159,512,5,9,50,3
4,15.5,152,533,5,9,54,33
2,11,139,1012,10,24,29,3
5,0,159,1424,14,1,24,33
6,18.53,75,1834,18,42,8,33
1,16.5,19,1424,14,32,24,33
2,13.67,19,1225,12,2,28,3
2,11.63,159,334,3,7,43,3
2,11.75,96,723,7,6,68,25
1,16,124,824,8,14,63,9
2,13,159,1732,17,30,21,7
2,12.08,139,133,1,3,35,3
2,14,152,1134,11,24,29,2
2,14.17,153,1124,11,28,27,2
2,13.5,141,1134,11,24,29,2
2,14.33,129,1921,19,32,5,33
2,14.5,142,1532,15,28,25,7
1,22,142,1024,10,24,29,7
5,13,29,2033,20,46,3,9
2,15,140,1935,19,43,7,33
2,6.33,19,1225,12,2,28,3
2,7.5,159,1915,19,46,3,2
3,18.8,75,1834,18,42,8,33
2,13.5,57,132,1,2,33,3
1,3.75,59,1232,12,2,28,33
2,10,124,2534,25,30,23,33
1,20,159,1935,19,43,7,33
2,14.83,129,1533,15,28,25,19
2,13,155,1934,19,44,6,33
2,12.55,159,612,6,17,71,19
2,14.58,112,211,2,2,35,2
2,13.25,152,921,9,14,58,33
2,14,159,924,9,20,61,3
6,14.5,19,1234,12,25,31,33
4,7.75,152,825,8,15,66,2
6,10,139,312,3,20,42,4
6,21.92,124,1921,19,32,5,33
2,9,139,1811,18,32,7,9
2,9.5,19,1712,17,39,13,4
2,13.83,75,2234,22,34,75,33
2,14.5,141,1922,19,32,6,33
2,15.77,155,2522,25,31,19,19
2,14.25,75,124,1,2,28,33
1,9,139,931,9,20,61,25
1,20,175,831,8,15,66,33
1,17,139,1131,11,24,26,25
2,13,159,1122,11,28,26,18
7,8,159,132,1,2,33,25
1,18.5,141,2533,25,37,25,2
2,14.95,159,735,7,17,67,19
6,20,141,2521,25,31,19,33
6,13.5,75,2512,25,36,19,33
6,16.5,127,2512,25,36,18,23
2,3.2,124,733,7,17,68,7
1,23.18,19,723,7,16,68,2
2,15.47,155,1021,10,24,29,19
2,14.33,129,1115,11,28,26,3
2,15.35,150,2412,24,50,2,25
2,15,139,823,8,15,66,25
2,15.5,75,2512,25,36,19,33
2,15.22,155,1723,17,33,14,34
2,14.95,19,311,3,20,40,3
2,13.52,159,623,6,17,69,34
2,14,124,1135,11,2,27,18
2,15.25,159,314,3,20,42,28
1,17,159,1412,14,35,21,18
6,16,122,2212,22,19,75,6
4,9,139,2211,22,19,74,9
1,20,140,621,6,17,71,7
2,14,159,726,7,15,67,33
2,14,19,1422,14,26,22,7
2,16.08,155,1132,11,24,29,19
2,6.5,142,735,7,17,67,7
2,0.63,124,723,7,20,68,31
7,22.5,17,511,5,8,50,18
2,16.12,139,2232,22,34,73,2
2,14.33,139,1533,15,24,25,3
1,19.25,19,712,7,16,68,6
5,17,159,1523,15,37,25,18
2,16.5,155,823,8,16,66,28
2,15.25,159,1522,15,29,25,7
2,15.45,159,422,4,7,46,3
1,17.28,156,323,3,6,69,25
1,0.02,124,423,4,10,46,4
2,16.53,155,823,8,15,66,25
1,16,159,833,8,13,65,33
4,9,139,823,8,15,66,9
2,14,59,1121,11,26,23,2
2,13.35,155,933,9,16,61,19
1,12.5,17,2032,20,47,3,7
2,12.33,155,331,3,5,43,19
2,16,175,1935,19,43,7,3
2,16.25,155,223,2,4,39,2
2,14.5,19,1821,18,43,8,4
2,16,72,1824,18,42,8,8
7,18.32,143,1215,12,27,24,9
2,13.17,143,122,1,2,32,33
2,14.5,129,723,7,20,68,34
2,16,159,1014,10,24,29,33
2,1.83,141,1013,10,22,29,3
6,10,19,1012,10,24,29,9
