Date,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
03/24/2015 02:00:00 PM,,59,712,7,16,68,30
03/23/2015 06:00:00 PM,,19,931,9,20,61,33
03/24/2015 03:10:00 PM,,155,834,8,13,70,25
03/24/2015 03:00:00 PM,,159,932,9,16,61,25
03/23/2015 01:20:00 PM,,152,532,5,9,53,3
03/24/2015 01:30:00 PM,,17,1414,14,35,22,33
03/24/2015 02:00:00 PM,,124,113,1,42,32,33
03/23/2015 07:00:00 PM,,156,1633,16,38,15,33
03/24/2015 06:00:00 AM,,159,2512,25,29,19,18
03/24/2015 01:07:00 PM,,75,123,1,2,32,33
03/24/2015 02:34:00 PM,,159,1012,10,24,29,19
03/24/2015 03:40:00 PM,,96,2024,20,48,3,33
03/24/2015 03:40:00 PM,,17,934,9,16,61,19
03/15/2015 06:53:00 PM,,139,934,9,20,61,25
03/24/2015 03:30:00 PM,,155,2515,25,37,19,3
03/24/2015 12:18:00 PM,,152,821,8,14,57,33
03/24/2015 04:45:00 AM,,159,1224,12,27,28,33
03/24/2015 03:15:00 PM,,143,1935,19,43,7,33
03/17/2015 02:00:00 PM,,140,222,2,4,39,33
03/24/2015 07:00:00 AM,,140,1723,17,33,14,7
03/22/2015 12:00:00 PM,,159,2522,25,31,19,33
03/21/2015 12:00:00 PM,,139,2512,25,29,19,4
03/23/2015 07:30:00 PM,,124,924,9,12,61,33
03/24/2015 03:45:00 PM,,19,931,9,20,61,33
03/24/2015 04:15:00 PM,,19,624,6,6,69,25
03/20/2015 06:00:00 PM,,143,1411,14,35,21,33
03/17/2015 12:00:00 PM,,141,311,3,20,40,7
03/24/2015 12:00:00 PM,,19,1121,11,27,23,9
03/24/2015 02:45:00 PM,,156,113,1,2,32,33
03/24/2015 02:00:00 PM,,155,122,1,2,32,3
03/24/2015 02:40:00 PM,,139,1024,10,22,30,9
03/24/2015 12:01:00 AM,,159,835,8,18,70,7
03/23/2015 11:30:00 PM,,19,1113,11,28,25,2
03/22/2015 08:30:00 PM,,159,1115,11,28,26,2
03/01/2015 04:00:00 PM,,139,913,9,11,60,25
03/24/2015 04:20:00 PM,,155,1912,19,47,6,19
03/24/2015 04:10:00 PM,,19,323,3,6,69,2
03/24/2015 04:40:00 PM,,159,2232,22,9,73,19
03/24/2015 02:30:00 PM,,69,122,1,42,32,7
03/24/2015 01:27:00 PM,,19,312,3,20,42,4
03/17/2015 11:00:00 AM,,124,2423,24,49,1,33
03/24/2015 02:44:00 PM,,155,1014,10,24,29,33
03/17/2015 09:00:00 AM,,139,735,7,17,67,9
03/21/2015 01:00:00 PM,,139,933,9,16,61,3
03/24/2015 04:25:00 PM,,124,2422,24,49,1,3
03/24/2015 08:30:00 AM,,139,434,4,10,51,4
03/24/2015 04:45:00 PM,,96,1223,12,2,28,8
03/24/2015 06:00:00 AM,,159,1232,12,2,28,33
03/09/2015 04:45:00 PM,,139,1231,12,2,28,9
03/24/2015 02:50:00 PM,,159,2531,25,29,25,33
03/24/2015 11:00:00 AM,,142,835,8,18,70,33
03/24/2015 03:05:00 PM,,159,814,8,23,56,19
03/11/2015 06:42:00 PM,,124,1833,18,42,8,9
03/14/2015 12:00:00 PM,,139,813,8,13,62,9
03/24/2015 08:00:00 AM,,159,833,8,13,65,18
03/24/2015 02:15:00 PM,,65,2512,25,36,19,19
03/24/2015 03:35:00 PM,,139,511,5,6,49,8
03/24/2015 02:30:00 PM,,159,825,8,15,66,33
03/19/2015 12:00:00 PM,,124,1212,12,32,24,9
03/01/2015 09:00:00 AM,,139,512,5,9,49,33
03/23/2015 06:30:00 PM,,159,1914,19,46,3,25
02/21/2015 09:00:00 AM,,143,1414,14,35,22,9
03/13/2015 08:00:00 PM,,124,1733,17,33,16,9
03/24/2015 04:41:00 PM,,159,421,4,7,43,19
03/24/2015 04:00:00 AM,,19,1924,19,44,6,4
03/22/2015 08:00:00 AM,,19,132,1,2,33,4
03/24/2015 11:50:00 AM,,59,111,1,42,32,33
03/04/2015 11:25:00 AM,,151,222,2,4,39,3
03/24/2015 12:01:00 AM,,139,1812,18,43,7,9
03/24/2015 12:00:00 PM,,124,1924,19,44,6,9
03/24/2015 09:15:00 AM,,152,713,7,16,67,2
03/24/2015 01:30:00 PM,,139,714,7,15,67,3
03/23/2015 09:00:00 PM,,159,1414,14,35,22,7
03/24/2015 03:45:00 PM,,153,726,7,15,67,2
03/24/2015 04:42:00 PM,,140,1912,19,47,6,8
03/24/2015 04:10:00 PM,,19,2525,25,26,22,3
03/24/2015 05:44:00 PM,,155,1132,11,24,29,33
03/24/2015 05:14:00 PM,,159,2221,22,21,73,19
03/24/2015 03:46:00 PM,,155,234,2,4,41,3
03/24/2015 10:00:00 AM,,159,221,2,4,38,18
03/24/2015 01:11:00 PM,,159,235,2,5,41,25
03/22/2015 12:00:00 PM,,129,922,9,12,61,33
03/24/2015 05:50:00 PM,,141,1021,10,24,29,3
03/24/2015 05:20:00 PM,,2,2533,25,37,25,8
03/24/2015 04:45:00 PM,,155,1022,10,24,30,30
03/24/2015 04:26:00 PM,,141,331,3,5,43,3
03/24/2015 10:45:00 AM,,159,124,1,2,28,33
03/24/2015 04:45:00 PM,,159,1023,10,28,30,33
03/24/2015 04:30:00 PM,,19,412,4,8,47,3
03/24/2015 11:00:00 AM,,155,825,8,15,66,2
03/24/2015 03:00:00 PM,,153,1034,10,25,31,33
03/24/2015 04:45:00 PM,,175,1921,19,47,5,33
03/24/2015 04:55:00 PM,,139,1212,12,1,24,8
03/24/2015 10:51:00 AM,,139,214,2,4,36,23
03/24/2015 04:15:00 PM,,71,1133,11,28,27,33
03/20/2015 09:00:00 PM,,17,1013,10,22,30,6
03/24/2015 04:15:00 PM,,140,2412,24,50,2,18
01/30/2015 09:00:00 AM,,139,323,3,6,69,9
03/24/2015 04:40:00 PM,,159,235,2,5,41,18
03/06/2015 02:36:00 PM,,19,1935,19,43,7,33
03/22/2015 10:00:00 AM,,19,331,3,5,43,25
03/15/2015 12:30:00 PM,,122,313,3,20,42,2
03/24/2015 02:00:00 PM,,139,713,7,16,67,25
03/24/2015 05:50:00 PM,,124,1832,18,42,8,33
03/24/2015 04:39:00 PM,,175,1112,11,27,23,25
03/24/2015 06:25:00 PM,,19,323,3,6,69,3
03/01/2015 12:01:00 AM,,139,1122,11,27,23,4
03/24/2015 05:37:00 PM,,159,1121,11,27,23,28
03/24/2015 02:41:00 PM,,19,1112,11,27,23,2
03/24/2015 08:00:00 AM,,140,823,8,15,66,4
03/24/2015 01:45:00 PM,,19,1122,11,27,23,4
03/24/2015 09:30:00 AM,,19,1122,11,28,26,3
03/13/2015 01:30:00 PM,,142,2233,22,34,49,33
03/24/2015 05:15:00 PM,,159,1215,12,27,24,33
03/24/2015 02:55:00 PM,,19,835,8,18,70,25
03/24/2015 09:00:00 AM,,152,1922,19,44,6,33
03/24/2015 06:49:00 PM,,155,1533,15,28,25,19
03/24/2015 01:30:00 PM,,139,822,8,13,62,4
03/13/2015 01:30:00 PM,,139,1424,14,1,24,25
03/24/2015 04:25:00 PM,,129,632,6,6,44,25
03/24/2015 03:50:00 PM,,152,424,4,10,46,2
03/24/2015 10:00:00 AM,,159,2515,25,30,19,7
03/12/2015 09:00:00 AM,,139,2533,25,37,23,31
03/24/2015 04:00:00 AM,,92,623,6,6,44,33
03/24/2015 07:00:00 PM,,95,1823,18,27,8,8
03/23/2015 08:00:00 AM,,152,2222,22,21,71,3
03/24/2015 05:10:00 PM,,155,2032,20,47,4,3
03/24/2015 06:10:00 PM,,19,133,1,2,35,9
03/24/2015 12:00:00 PM,,143,122,1,2,32,33
03/24/2015 01:25:00 PM,,139,1225,12,25,28,9
03/24/2015 03:00:00 PM,,77,812,8,23,64,33
03/24/2015 10:30:00 AM,,142,214,2,4,36,33
03/24/2015 10:00:00 AM,,159,312,3,20,42,7
03/24/2015 06:32:00 PM,,155,322,3,6,69,19
03/24/2015 11:31:00 AM,,159,1113,11,28,25,8
03/23/2015 12:00:00 PM,,175,132,1,2,33,18
01/15/2015 12:00:00 PM,,139,1235,12,25,31,25
03/23/2015 04:00:00 PM,,159,1731,17,38,16,7
03/24/2015 05:00:00 PM,,141,532,5,9,53,7
03/06/2015 12:00:00 PM,,139,123,1,2,32,9
03/13/2015 12:00:00 PM,,159,921,9,14,58,7
03/24/2015 05:30:00 PM,,19,931,9,20,61,33
03/24/2015 07:01:00 PM,,127,1513,15,29,25,19
03/24/2015 06:45:00 PM,,159,2232,22,34,73,19
03/24/2015 03:00:00 PM,,152,1022,10,24,29,25
03/24/2015 04:57:00 PM,,159,2534,25,37,23,3
03/24/2015 07:25:00 PM,,159,1122,11,28,26,19
03/24/2015 07:22:00 PM,,17,312,3,20,42,19
03/24/2015 04:10:00 PM,,159,2525,25,31,20,9
03/24/2015 06:05:00 PM,,96,1931,19,32,6,33
03/24/2015 06:02:00 PM,,139,835,8,18,70,3
03/24/2015 06:00:00 PM,,159,813,8,13,65,33
03/24/2015 04:40:00 PM,,156,211,2,4,35,7
03/18/2015 12:00:00 PM,,140,813,8,13,65,4
03/24/2015 05:30:00 PM,,64,733,7,6,68,3
03/24/2015 07:05:00 PM,,78,211,2,4,35,33
02/07/2015 05:00:00 PM,,124,215,2,3,38,25
03/24/2015 09:40:00 AM,,96,2032,20,47,4,33
03/24/2015 06:32:00 PM,,19,1021,10,24,29,3
03/19/2015 06:00:00 PM,,159,2032,20,47,4,33
03/24/2015 05:55:00 PM,,159,811,8,23,64,19
03/10/2015 12:00:00 PM,,19,2011,20,40,4,25
03/24/2015 06:06:00 PM,,155,421,4,7,43,19
03/23/2015 06:00:00 PM,,139,1613,16,41,10,3
03/23/2015 02:00:00 PM,,139,423,4,7,46,7
03/22/2015 12:16:00 PM,,139,1612,16,41,10,25
03/24/2015 04:10:00 PM,,155,224,2,3,38,3
03/24/2015 05:20:00 PM,,75,111,1,42,32,33
03/24/2015 02:45:00 PM,,29,231,2,3,40,33
03/23/2015 11:00:00 AM,,159,724,7,17,68,25
03/24/2015 10:51:00 AM,,139,312,3,20,69,2
03/24/2015 08:20:00 AM,,19,334,3,7,43,4
03/24/2015 07:14:00 PM,,36,1233,12,2,28,19
03/24/2015 06:00:00 PM,,19,215,2,3,38,2
03/24/2015 05:25:00 PM,,155,623,6,6,69,30
03/21/2015 02:00:00 PM,,159,614,6,21,71,3
03/24/2015 05:28:00 PM,,159,723,7,6,68,7
03/24/2015 06:36:00 PM,,19,724,7,17,68,3
03/24/2015 07:25:00 PM,,159,613,6,21,71,25
03/24/2015 04:31:00 PM,,19,715,7,15,67,3
03/23/2015 06:00:00 PM,,168,735,7,17,67,4
03/24/2015 09:00:00 AM,,142,1424,14,1,24,33
03/23/2015 02:00:00 PM,,19,631,6,6,44,2
03/24/2015 02:00:00 PM,,19,414,4,8,43,7
03/24/2015 07:30:00 PM,,124,121,1,42,28,8
03/24/2015 05:33:00 PM,,175,1411,14,35,21,3
03/24/2015 03:00:00 PM,,159,1131,11,24,26,25
03/24/2015 07:03:00 PM,,156,832,8,15,66,33
03/24/2015 03:20:00 PM,,152,1012,10,24,29,2
03/17/2015 09:00:00 AM,,139,1512,15,29,25,9
02/24/2015 08:30:00 AM,,155,1012,10,24,29,2
03/10/2015 01:00:00 PM,,155,921,9,14,58,9
03/20/2015 03:20:00 PM,,152,632,6,8,44,3
03/24/2015 02:00:00 PM,,117,1612,16,41,10,8
03/24/2015 08:55:00 AM,,139,612,6,21,71,4
03/24/2015 08:00:00 PM,,101,1633,16,38,15,3
03/23/2015 06:30:00 PM,,139,2234,22,34,75,2
03/24/2015 05:15:00 PM,,139,412,4,8,45,25
03/23/2015 05:30:00 PM,,139,1634,16,38,15,9
03/17/2015 12:00:00 PM,,139,2211,22,19,74,9
03/24/2015 09:05:00 AM,,139,622,6,21,44,3
03/24/2015 08:05:00 PM,,103,114,1,42,32,8
03/24/2015 02:30:00 PM,,139,614,6,18,71,3
03/22/2015 03:00:00 PM,,141,2213,22,19,72,2
03/24/2015 08:12:00 PM,,159,1114,11,28,26,19
03/24/2015 06:10:00 PM,,19,631,6,6,44,3
03/24/2015 04:50:00 PM,,152,831,8,15,66,23
03/24/2015 02:30:00 PM,,152,312,3,20,69,2
03/22/2015 09:00:00 PM,,141,231,2,20,40,3
03/20/2015 07:00:00 PM,,159,1532,15,28,25,33
03/24/2015 01:30:00 PM,,139,1513,15,29,25,9
03/24/2015 05:00:00 PM,,156,1531,15,37,25,2
03/24/2015 07:55:00 PM,,159,1115,11,28,26,34
03/20/2015 11:20:00 AM,,124,1133,11,28,27,9
03/24/2015 05:00:00 PM,,124,1531,15,37,25,33
03/24/2015 08:05:00 PM,,155,1014,10,24,29,19
03/24/2015 02:30:00 PM,,19,1511,15,29,25,3
03/24/2015 08:55:00 PM,,155,1112,11,27,23,19
03/24/2015 11:00:00 AM,,159,1134,11,24,27,25
03/24/2015 04:10:00 PM,,139,825,8,15,66,23
03/24/2015 07:17:00 PM,,19,311,3,20,40,3
03/23/2015 06:00:00 PM,,19,2515,25,37,19,23
03/18/2015 02:00:00 PM,,141,924,9,20,61,33
03/24/2015 07:16:00 PM,,155,1533,15,28,25,19
03/24/2015 08:07:00 PM,,142,822,8,14,63,34
03/24/2015 08:15:00 PM,,159,422,4,7,46,19
01/01/2015 12:01:00 AM,,19,1213,12,1,24,23
03/24/2015 09:03:00 PM,,159,731,7,17,69,19
03/24/2015 02:00:00 PM,,19,414,4,8,43,7
03/24/2015 08:40:00 PM,,139,323,3,6,69,3
03/21/2015 06:00:00 PM,,139,412,4,8,48,4
03/24/2015 08:09:00 PM,,124,412,4,8,48,3
03/24/2015 09:25:00 PM,,159,724,7,17,68,19
03/24/2015 07:35:00 PM,,159,414,4,7,43,19
02/26/2015 09:00:00 AM,,156,422,4,7,46,9
03/24/2015 07:28:00 PM,,19,1113,11,28,25,34
03/24/2015 06:45:00 AM,,129,431,4,10,51,7
03/24/2015 11:25:00 AM,,150,511,5,8,50,33
02/12/2015 09:00:00 AM,,139,432,4,10,52,9
03/24/2015 08:23:00 PM,,159,1522,15,29,25,25
03/24/2015 04:30:00 PM,,19,1212,12,32,24,4
03/23/2015 08:00:00 PM,,139,1223,12,2,28,9
03/24/2015 04:30:00 PM,,159,913,9,11,60,7
03/21/2015 12:00:00 PM,,19,1022,10,24,29,4
03/24/2015 09:00:00 AM,,19,2011,20,40,4,4
03/24/2015 07:30:00 PM,,139,2232,22,34,73,25
03/24/2015 11:30:00 AM,,159,1723,17,39,16,7
03/24/2015 09:00:00 PM,,19,2424,24,49,1,3
03/24/2015 06:50:00 PM,,127,2422,24,49,1,3
03/24/2015 09:30:00 PM,,103,111,1,42,32,8
03/24/2015 08:59:00 PM,,19,924,9,3,61,19
03/24/2015 09:33:00 PM,,159,815,8,23,56,19
03/24/2015 08:50:00 PM,,139,812,8,13,64,3
03/24/2015 07:20:00 AM,,140,931,9,20,61,18
03/24/2015 04:04:00 PM,,127,132,1,2,33,9
03/24/2015 09:12:00 PM,,143,1724,17,33,14,25
03/24/2015 10:30:00 AM,,19,732,7,17,69,33
03/24/2015 08:30:00 PM,,129,1223,12,2,28,7
03/24/2015 11:00:00 AM,,139,133,1,3,35,4
03/24/2015 03:00:00 PM,,155,831,8,15,66,2
03/24/2015 02:00:00 PM,,129,1034,10,25,31,33
03/24/2015 08:35:00 PM,,159,2431,24,49,1,34
03/24/2015 09:38:00 PM,,139,331,3,5,43,4
03/24/2015 09:30:00 PM,,155,424,4,7,46,3
03/24/2015 09:51:00 PM,,155,1533,15,28,25,19
03/23/2015 06:00:00 PM,,139,432,4,10,52,7
03/24/2015 09:01:00 PM,,17,522,5,34,53,19
03/24/2015 09:40:00 PM,,159,2514,25,31,19,19
03/24/2015 09:09:00 PM,,155,223,2,4,39,19
03/24/2015 10:08:00 PM,,17,1624,16,45,15,19
03/24/2015 09:30:00 PM,,19,624,6,6,69,3
03/24/2015 07:08:00 PM,,156,913,9,11,60,25
03/24/2015 09:40:00 PM,,139,511,5,9,49,3
03/24/2015 10:36:00 PM,,139,1524,15,37,25,2
03/24/2015 07:04:00 PM,,19,1112,11,27,23,7
03/24/2015 07:30:00 PM,,124,1831,18,42,8,33
03/24/2015 10:50:00 PM,,95,823,8,15,66,19
03/23/2015 11:00:00 PM,,159,614,6,21,71,7
03/24/2015 02:55:00 PM,,159,1133,11,24,29,7
03/24/2015 09:47:00 PM,,155,623,6,6,69,3
03/24/2015 10:55:00 PM,,17,423,4,7,46,19
03/24/2015 09:17:00 PM,,155,2213,22,21,73,25
03/24/2015 09:45:00 PM,,159,1133,11,24,26,19
03/24/2015 08:08:00 PM,,155,312,3,20,42,34
03/24/2015 09:00:00 PM,,19,2514,25,30,19,3
03/20/2015 04:41:00 PM,,19,923,9,14,63,9
03/24/2015 10:05:00 PM,,159,1122,11,27,23,19
03/24/2015 08:20:00 PM,,159,822,8,14,63,19
03/24/2015 01:00:00 AM,,159,1111,11,37,23,33
03/21/2015 09:00:00 PM,,159,1111,11,37,23,33
03/21/2015 12:00:00 PM,,139,313,3,20,42,25
11/22/2014 06:30:00 AM,,19,332,3,5,43,33
03/12/2015 12:00:00 PM,,124,2211,22,19,72,2
03/24/2015 06:36:00 PM,,92,2232,22,34,73,33
03/24/2015 09:21:00 PM,,19,611,6,17,71,19
03/24/2015 12:00:00 PM,,150,1034,10,25,31,7
03/24/2015 09:45:00 PM,,59,1123,11,28,27,19
03/08/2015 02:35:00 PM,,49,1522,15,29,25,3
03/24/2015 09:45:00 PM,,124,1423,14,26,24,17
03/24/2015 08:15:00 PM,,159,2412,24,50,2,7
03/23/2015 10:00:00 PM,,124,1911,19,47,4,3
03/24/2015 09:44:00 PM,,143,422,4,7,46,9
03/24/2015 04:40:00 PM,,155,1111,11,37,23,9
03/24/2015 11:45:00 PM,,19,1012,10,24,29,3
03/24/2015 10:20:00 PM,,159,2412,24,50,2,19
03/24/2015 11:10:00 PM,,19,1031,10,22,30,3
03/24/2015 11:47:00 PM,,159,421,4,7,43,25
03/24/2015 10:50:00 PM,,36,133,1,3,35,3
03/23/2015 12:01:00 AM,,175,2413,24,50,2,18
03/24/2015 10:15:00 PM,,124,1821,18,27,8,8
03/24/2015 11:55:00 PM,,159,912,9,12,59,19
03/24/2015 11:12:00 PM,,159,523,5,34,53,19
03/24/2015 10:55:00 PM,,159,922,9,14,58,19
03/22/2015 11:00:00 AM,,139,531,5,9,49,23
03/24/2015 10:34:00 PM,,159,611,6,18,71,33
03/24/2015 11:20:00 AM,,159,1013,10,22,29,19
03/24/2015 11:07:00 PM,,159,611,6,21,71,25
08/30/2014 12:00:00 PM,,19,1723,17,33,14,33
03/25/2015 12:50:00 AM,,139,932,9,16,61,3
03/24/2015 10:48:00 PM,,139,1112,11,27,23,19
03/25/2015 12:02:00 AM,,159,1031,10,22,30,19
03/24/2015 11:35:00 PM,,17,1014,10,24,29,30
03/25/2015 12:26:00 AM,,159,321,3,6,42,7
03/24/2015 08:05:00 PM,,159,1424,14,1,24,33
03/24/2015 10:00:00 PM,,159,2532,25,37,25,8
03/25/2015 12:15:00 AM,,175,2535,25,26,22,7
03/23/2015 09:00:00 PM,,19,1224,12,27,28,3
03/24/2015 05:00:00 PM,,159,823,8,15,66,18
03/25/2015 01:16:00 AM,,71,915,9,3,34,3
03/24/2015 11:30:00 PM,,155,1423,14,26,24,6
03/24/2015 06:53:00 PM,,159,1135,11,28,29,9
03/25/2015 12:45:00 AM,,139,713,7,16,67,3
03/25/2015 12:10:00 AM,,19,225,2,3,40,3
03/25/2015 12:08:00 AM,,141,1821,18,27,8,3
03/24/2015 05:45:00 AM,,141,1823,18,27,8,9
03/24/2015 09:20:00 PM,,75,821,8,14,58,33
03/25/2015 01:35:00 AM,,19,1512,15,29,25,3
03/24/2015 06:30:00 PM,,139,815,8,23,56,4
03/25/2015 12:30:00 AM,,155,1011,10,24,29,30
03/25/2015 01:37:00 AM,,19,1012,10,24,29,3
03/24/2015 09:53:00 PM,,159,631,6,6,44,19
03/25/2015 02:10:00 AM,,159,2511,25,36,18,19
03/25/2015 02:19:00 AM,,159,2515,25,29,19,19
03/22/2015 11:00:00 AM,,19,712,7,16,68,33
03/25/2015 03:40:00 AM,,159,2521,25,31,19,25
03/24/2015 10:30:00 AM,,19,1731,17,38,16,7
03/24/2015 11:00:00 PM,,159,1613,16,41,10,19
03/24/2015 11:00:00 PM,,19,624,6,6,69,3
03/25/2015 01:33:00 AM,,124,1623,16,45,15,19
03/25/2015 12:27:00 AM,,159,624,6,6,69,6
03/25/2015 12:30:00 AM,,159,1631,16,36,17,25
03/25/2015 03:18:00 AM,,19,735,7,17,67,3
03/25/2015 02:30:00 AM,,19,733,7,17,68,7
03/25/2015 02:02:00 AM,,159,1533,15,24,25,19
03/24/2015 11:55:00 PM,,124,333,3,5,43,7
03/25/2015 03:50:00 AM,,19,1021,10,24,29,2
03/25/2015 04:42:00 AM,,19,422,4,7,46,3
03/24/2015 08:59:00 PM,,129,512,5,9,50,34
03/25/2015 03:30:00 AM,,159,624,6,6,69,3
03/25/2015 02:21:00 AM,,59,1811,18,32,7,30
03/03/2015 12:00:00 PM,,19,2413,24,50,2,9
03/25/2015 02:20:00 AM,,156,1932,19,32,7,30
03/25/2015 03:10:00 AM,,159,2514,25,30,19,3
03/24/2015 10:00:00 PM,,17,935,9,3,37,30
03/23/2015 11:30:00 AM,,95,111,1,42,32,2
03/25/2015 12:40:00 AM,,139,1124,11,2,27,7
03/24/2015 10:30:00 PM,,19,1134,11,24,27,7
03/25/2015 05:40:00 AM,,19,312,3,20,69,33
03/22/2015 12:01:00 AM,,139,1032,10,22,30,23
03/24/2015 08:30:00 PM,,159,1633,16,38,17,33
03/25/2015 06:15:00 AM,,159,631,6,6,44,18
03/25/2015 05:05:00 AM,,159,1034,10,12,30,7
03/25/2015 04:00:00 AM,,139,733,7,17,68,33
03/24/2015 09:00:00 PM,,159,2213,22,19,72,33
03/24/2015 08:00:00 PM,,77,2213,22,19,72,33
03/25/2015 01:30:00 AM,,141,2515,25,30,19,33
03/24/2015 09:00:00 PM,,159,733,7,17,68,33
03/25/2015 05:44:00 AM,,139,1112,11,27,23,3
03/24/2015 08:30:00 PM,,159,411,4,8,45,33
03/24/2015 07:30:00 PM,,159,2423,24,49,1,33
03/25/2015 06:45:00 AM,,159,1024,10,24,30,7
03/24/2015 09:00:00 PM,,159,1433,14,1,24,33
01/13/2015 12:00:00 PM,,139,2422,24,49,1,6
03/19/2015 12:10:00 PM,,159,813,8,13,65,7
03/25/2015 06:45:00 AM,,117,832,8,15,66,2
03/24/2015 05:00:00 PM,,159,324,3,5,69,33
03/25/2015 12:01:00 AM,,142,411,4,8,45,7
03/22/2015 04:00:00 AM,,159,835,8,18,70,7
03/24/2015 08:00:00 PM,,159,1034,10,12,30,7
03/24/2015 07:00:00 PM,,159,411,4,8,45,33
11/05/2014 01:19:00 PM,,156,1232,12,2,28,9
03/25/2015 07:21:00 AM,,64,1915,19,46,3,3
03/23/2015 03:00:00 PM,,124,1833,18,42,8,33
03/23/2015 02:00:00 PM,,159,414,4,7,46,25
03/22/2015 04:00:00 AM,,19,1722,17,39,16,3
03/25/2015 06:50:00 AM,,155,1021,10,24,29,3
03/24/2015 09:00:00 PM,,156,1712,17,39,14,4
03/24/2015 01:00:00 PM,,139,611,6,21,71,7
03/25/2015 03:00:00 AM,,159,1722,17,38,16,18
03/25/2015 04:00:00 AM,,159,1034,10,12,30,7
03/24/2015 05:00:00 PM,,159,221,2,3,38,33
03/24/2015 10:30:00 PM,,159,1935,19,43,7,33
03/24/2015 05:00:00 PM,,168,2531,25,29,25,33
01/11/2015 08:15:00 PM,,139,1414,14,35,22,23
03/25/2015 08:15:00 AM,,175,825,8,15,66,25
03/25/2015 03:00:00 AM,,159,632,6,8,44,7
03/24/2015 05:00:00 PM,,159,2213,22,19,72,33
03/24/2015 04:10:00 PM,,139,532,5,9,53,33
03/25/2015 05:45:00 AM,,19,1121,11,27,23,3
03/25/2015 07:40:00 AM,,19,1133,11,24,26,7
03/24/2015 07:00:00 PM,,140,2535,25,30,23,4
03/25/2015 02:00:00 AM,,65,1824,18,42,8,33
03/25/2015 02:00:00 AM,,159,412,4,8,45,33
03/21/2015 01:10:00 AM,,139,215,2,3,38,7
02/15/2015 01:00:00 PM,,72,113,1,42,32,9
03/20/2015 07:30:00 PM,,139,2411,24,50,2,25
03/24/2015 08:00:00 AM,,17,2432,24,49,1,2
11/18/2014 01:00:00 PM,,139,1733,17,33,21,33
03/25/2015 08:00:00 AM,,159,1411,14,1,21,33
03/24/2015 06:00:00 PM,,159,1421,14,26,23,7
03/23/2015 12:30:00 PM,,19,1213,12,1,24,33
03/20/2015 09:00:00 AM,,19,1824,18,43,8,9
02/12/2015 04:20:00 PM,,155,1124,11,28,27,19
02/12/2015 11:45:00 AM,,159,1222,12,2,27,19
03/24/2015 06:30:00 PM,,159,1821,18,43,8,33
02/11/2015 05:27:00 PM,,155,1133,11,24,27,19
03/17/2015 12:00:00 PM,,73,2211,22,19,72,25
03/25/2015 06:45:00 AM,,19,222,2,4,39,4
03/25/2015 08:38:00 AM,,159,1434,14,1,22,3
09/09/2004 08:00:00 AM,,139,824,8,16,66,33
03/25/2015 09:15:00 AM,,142,725,7,17,67,7
02/15/2015 09:00:00 AM,,124,2221,22,19,72,9
03/25/2015 08:50:00 AM,,159,734,7,17,67,3
03/24/2015 06:30:00 PM,,155,725,7,17,67,2
03/24/2015 11:00:00 AM,,159,1013,10,22,30,33
02/11/2015 05:19:00 PM,,175,1122,11,27,23,19
02/14/2015 06:25:00 PM,,155,1115,11,28,26,19
03/24/2015 06:00:00 PM,,140,2023,20,48,77,33
03/25/2015 09:06:00 AM,,159,312,3,20,69,33
03/25/2015 08:30:00 AM,,129,123,1,2,32,33
03/24/2015 08:00:00 PM,,159,725,7,16,67,18
03/21/2015 07:30:00 PM,,139,2411,24,50,2,25
03/25/2015 09:30:00 AM,,67,1114,11,28,26,9
03/25/2015 01:30:00 AM,,159,1915,19,46,3,7
11/01/2004 12:05:00 AM,,139,931,9,16,61,33
03/21/2015 06:00:00 PM,,127,924,9,12,61,3
03/24/2015 12:00:00 PM,,57,1222,12,2,27,2
03/23/2015 09:00:00 AM,,139,2412,24,50,2,7
03/09/2015 11:00:00 AM,,139,611,6,21,71,33
03/25/2015 07:00:00 AM,,159,2222,22,21,73,2
03/25/2015 06:50:00 AM,,19,2412,24,50,2,3
03/24/2015 09:11:00 AM,,139,913,9,11,60,25
03/24/2015 09:00:00 PM,,159,1225,12,2,28,18
03/20/2015 02:00:00 PM,,139,825,8,15,66,4
03/25/2015 08:50:00 AM,,152,1111,11,28,23,2
03/25/2015 07:45:00 AM,,159,1533,15,28,25,18
03/25/2015 09:00:00 AM,,139,722,7,6,69,7
03/23/2015 03:00:00 PM,,129,123,1,2,32,33
03/24/2015 05:30:00 AM,,124,1651,16,41,76,25
03/24/2015 09:00:00 PM,,159,633,6,6,49,33
03/25/2015 10:05:00 AM,,19,1014,10,24,29,3
03/25/2015 09:40:00 AM,,19,1523,15,28,25,3
03/25/2015 09:15:00 AM,,129,523,5,34,53,3
03/25/2015 08:55:00 AM,,64,1511,15,29,25,7
03/18/2015 03:25:00 PM,,159,433,4,10,52,3
03/25/2015 10:15:00 AM,,155,1112,11,27,23,25
03/24/2015 11:00:00 PM,,19,631,6,6,44,3
03/25/2015 10:50:00 AM,,155,1532,15,28,25,19
03/24/2015 01:15:00 PM,,75,622,6,21,44,33
03/24/2015 11:00:00 AM,,19,612,6,21,71,2
03/24/2015 01:00:00 PM,,17,723,7,16,68,33
02/22/2015 05:20:00 PM,,5,1651,16,41,76,33
03/25/2015 06:00:00 AM,,19,321,3,20,42,23
