Date,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
04/08/2015 09:30:00 PM,,159,1634,16,38,15,7
04/08/2015 12:45:00 PM,,156,323,3,6,69,25
04/09/2015 05:00:00 PM,,159,833,8,13,65,2
04/09/2015 02:15:00 PM,,143,124,1,2,28,33
04/04/2015 08:00:00 AM,,124,1223,12,27,28,9
04/09/2015 04:12:00 PM,,19,723,7,16,68,2
01/01/2015 09:00:00 AM,,139,622,6,21,71,9
04/09/2015 05:15:00 PM,,155,723,7,17,68,11
04/09/2015 05:15:00 PM,,159,724,7,17,67,33
04/09/2015 05:30:00 PM,,139,711,7,3,68,33
04/08/2015 09:40:00 AM,,19,234,2,5,41,9
04/09/2015 06:20:00 PM,,155,726,7,15,67,25
04/09/2015 08:30:00 AM,,159,1234,12,25,31,7
04/09/2015 12:00:00 PM,,19,1924,19,44,6,4
04/09/2015 05:25:00 PM,,156,533,5,9,54,2
02/02/2015 08:00:00 AM,,156,412,4,8,45,25
04/09/2015 03:39:00 PM,,159,524,5,34,53,3
04/09/2015 05:30:00 PM,,129,633,6,6,49,7
04/09/2015 03:00:00 AM,,159,531,5,9,49,33
04/09/2015 05:35:00 PM,,156,1522,15,29,25,33
04/09/2015 06:00:00 PM,,159,1634,16,30,15,19
04/09/2015 02:15:00 PM,,143,124,1,2,28,9
04/08/2015 01:30:00 PM,,131,225,2,3,37,33
04/09/2015 05:26:00 PM,,129,1632,16,38,17,8
03/30/2015 10:00:00 AM,,25,112,1,42,32,9
04/07/2015 08:00:00 PM,,139,632,6,6,44,33
04/09/2015 11:00:00 AM,,73,835,8,18,70,3
04/08/2015 08:00:00 PM,,159,522,5,34,49,33
04/09/2015 06:00:00 PM,,159,2522,25,31,19,18
04/09/2015 06:10:00 PM,,159,712,7,16,68,25
04/08/2015 05:00:00 PM,,129,2221,22,19,72,2
04/09/2015 06:00:00 PM,,159,731,7,6,69,3
04/09/2015 04:00:00 PM,,140,711,7,20,68,4
04/09/2015 06:13:00 PM,,159,712,7,16,68,19
04/07/2015 03:00:00 AM,,19,1434,14,32,22,4
02/13/2015 06:00:00 PM,,19,2524,25,30,22,25
04/09/2015 04:00:00 PM,,139,634,6,6,44,2
04/09/2015 06:25:00 PM,,155,924,9,20,61,19
04/09/2015 06:00:00 PM,,44,1233,12,2,28,8
04/09/2015 06:15:00 PM,,127,2534,25,31,23,19
04/09/2015 06:09:00 PM,,159,1125,11,2,27,2
03/24/2015 11:00:00 AM,,19,1833,18,42,8,33
04/09/2015 02:45:00 PM,,19,1113,11,28,26,23
04/09/2015 06:20:00 PM,,159,723,7,20,68,33
04/09/2015 12:00:00 PM,,159,835,8,18,70,33
04/04/2015 11:00:00 AM,,66,821,8,14,58,33
04/06/2015 10:00:00 AM,,142,2535,25,26,22,33
04/09/2015 05:02:00 PM,,159,824,8,16,66,14
04/08/2015 09:00:00 PM,,139,633,6,8,44,9
04/02/2015 05:00:00 PM,,19,2412,24,50,2,9
04/08/2015 09:00:00 AM,,19,1421,14,1,22,25
04/09/2015 03:00:00 PM,,140,2512,25,36,18,4
04/09/2015 06:46:00 PM,,124,324,3,5,43,19
04/09/2015 08:30:00 AM,,142,2513,25,36,25,33
04/09/2015 01:30:00 PM,,139,633,6,9,49,4
04/09/2015 06:15:00 PM,,142,324,3,5,43,34
04/09/2015 06:48:00 PM,,124,1912,19,47,3,25
04/09/2015 06:45:00 PM,,2,712,7,16,68,25
04/09/2015 06:00:00 PM,,159,223,2,3,38,7
04/09/2015 03:00:00 AM,,139,2525,25,35,22,3
04/09/2015 04:30:00 PM,,19,224,2,3,38,3
04/07/2015 10:00:00 PM,,19,2031,20,47,4,7
04/09/2015 02:45:00 PM,,155,915,9,11,60,30
04/09/2015 05:45:00 PM,,159,413,4,8,47,25
04/09/2015 01:00:00 PM,,139,232,2,20,40,4
04/09/2015 06:15:00 PM,,19,1913,19,46,3,3
04/09/2015 05:00:00 PM,,142,2223,22,21,73,33
04/09/2015 03:35:00 PM,,19,224,2,3,38,7
04/09/2015 05:30:00 PM,,129,923,9,14,63,33
04/09/2015 04:00:00 PM,,19,1821,18,42,8,3
04/09/2015 05:15:00 PM,,159,911,9,12,58,18
04/08/2015 08:00:00 PM,,163,2023,20,48,77,9
01/01/2015 12:01:00 AM,,139,1812,18,43,7,9
04/09/2015 06:33:00 PM,,159,1021,10,24,29,19
04/08/2015 06:00:00 PM,,159,1433,14,32,24,33
04/09/2015 04:30:00 PM,,129,1831,18,42,8,7
04/09/2015 06:20:00 PM,,78,1123,11,28,27,3
01/26/2015 06:35:00 AM,,19,2413,24,50,2,25
04/09/2015 06:58:00 PM,,155,2515,25,37,19,19
03/08/2015 09:00:00 PM,,139,834,8,13,70,6
03/23/2015 09:00:00 AM,,19,2412,24,50,2,25
04/08/2015 09:00:00 PM,,139,822,8,14,63,33
04/09/2015 07:00:00 PM,,155,831,8,18,66,2
03/25/2015 12:00:00 PM,,139,431,4,7,51,4
04/09/2015 04:05:00 PM,,19,414,4,8,43,3
04/09/2015 04:25:00 PM,,155,413,4,8,48,3
04/09/2015 05:30:00 PM,,139,423,4,7,46,2
04/09/2015 05:26:00 PM,,17,621,6,17,71,14
04/09/2015 07:30:00 PM,,159,2223,22,21,73,25
04/09/2015 05:00:00 PM,,129,1433,14,32,24,33
04/08/2015 06:00:00 PM,,159,413,4,7,48,33
04/09/2015 05:00:00 PM,,159,1532,15,28,25,33
04/09/2015 01:00:00 PM,,139,432,4,10,52,2
04/09/2015 06:30:00 PM,,19,732,7,6,68,3
04/09/2015 03:50:00 PM,,155,414,4,7,46,3
04/01/2015 07:30:00 AM,,19,1921,19,32,5,33
04/09/2015 01:30:00 PM,,159,911,9,12,58,7
04/09/2015 02:00:00 PM,,19,522,5,34,53,3
04/09/2015 07:30:00 PM,,159,913,9,11,60,7
04/09/2015 06:00:00 AM,,124,2023,20,48,77,25
04/09/2015 01:00:00 PM,,159,922,9,14,58,33
04/09/2015 06:00:00 PM,,139,612,6,17,71,3
04/09/2015 03:30:00 PM,,124,132,1,2,33,9
04/09/2015 06:20:00 PM,,143,2013,20,48,77,3
04/06/2015 11:03:00 PM,,139,1712,17,39,14,25
03/03/2015 05:00:00 AM,,25,323,3,6,69,9
04/09/2015 07:00:00 PM,,155,932,9,16,61,2
04/09/2015 05:20:00 PM,,17,1511,15,29,25,19
04/09/2015 05:42:00 PM,,159,1024,10,24,29,2
04/09/2015 07:05:00 PM,,155,111,1,42,32,19
04/09/2015 07:40:00 PM,,159,1434,14,32,24,19
04/09/2015 08:00:00 PM,,155,1132,11,24,29,19
04/09/2015 07:45:00 PM,,141,825,8,15,66,8
04/09/2015 05:55:00 PM,,141,432,4,10,52,3
04/09/2015 05:00:00 PM,,139,1532,15,28,25,3
04/09/2015 06:15:00 PM,,155,414,4,8,46,31
04/09/2015 06:45:00 PM,,159,1532,15,28,25,33
04/09/2015 07:36:00 PM,,129,223,2,4,38,19
04/09/2015 07:52:00 PM,,159,1533,15,28,25,25
04/09/2015 07:30:00 AM,,139,2011,20,40,4,4
04/09/2015 04:32:00 PM,,139,2223,22,21,73,25
04/06/2015 01:00:00 PM,,139,524,5,34,53,9
04/09/2015 07:50:00 PM,,168,1111,11,28,25,19
04/09/2015 11:30:00 AM,,139,1612,16,41,10,7
04/09/2015 06:09:00 PM,,124,1632,16,38,17,3
02/17/2015 03:00:00 PM,,19,1634,16,45,15,9
04/09/2015 05:00:00 PM,,139,1611,16,41,9,9
04/09/2015 04:47:00 PM,,117,1632,16,36,17,8
04/07/2015 10:00:00 AM,,139,1623,16,45,11,9
04/09/2015 03:47:00 PM,,159,412,4,8,45,19
04/09/2015 07:16:00 PM,,155,1024,10,22,30,25
04/07/2015 05:30:00 PM,,127,2511,25,36,18,33
04/09/2015 12:00:00 PM,,139,1622,16,45,11,9
04/09/2015 03:25:00 AM,,129,1632,16,38,17,33
04/08/2015 08:00:00 PM,,159,1633,16,38,15,7
04/09/2015 08:08:00 PM,,159,725,7,17,67,19
04/09/2015 05:00:00 PM,,139,823,8,15,66,25
04/08/2015 09:15:00 AM,,139,815,8,23,57,25
04/09/2015 08:00:00 PM,,2,921,9,14,58,8
04/09/2015 08:18:00 PM,,159,511,5,9,49,14
04/09/2015 06:43:00 PM,,19,925,9,3,37,19
04/09/2015 08:30:00 PM,,159,733,7,17,68,33
04/09/2015 06:45:00 PM,,19,711,7,20,68,2
04/09/2015 04:10:00 PM,,155,2221,22,21,73,2
04/06/2015 03:00:00 PM,,139,1022,10,24,29,2
04/09/2015 08:00:00 PM,,92,2234,22,34,75,3
04/09/2015 04:30:00 PM,,19,322,3,20,69,4
04/09/2015 07:56:00 PM,,96,2422,24,49,1,33
04/09/2015 08:22:00 PM,,159,311,3,20,40,7
04/09/2015 07:45:00 AM,,19,331,3,5,43,4
04/09/2015 08:07:00 PM,,139,1234,12,25,31,7
04/09/2015 06:55:00 PM,,159,523,5,9,53,34
04/09/2015 09:33:00 PM,,17,1122,11,28,26,19
04/09/2015 08:15:00 PM,,5,813,8,23,56,3
04/09/2015 08:30:00 PM,,64,1222,12,2,28,3
04/09/2015 08:32:00 PM,,155,421,4,7,43,19
04/09/2015 08:30:00 PM,,56,1811,18,32,7,19
04/09/2015 09:16:00 PM,,155,1712,17,39,14,19
04/09/2015 11:00:00 AM,,19,1213,12,1,24,33
04/09/2015 08:39:00 PM,,75,1833,18,42,8,33
04/09/2015 08:00:00 PM,,142,424,4,10,46,3
04/09/2015 08:15:00 PM,,142,731,7,17,69,30
04/09/2015 09:10:00 PM,,139,713,7,16,67,3
04/09/2015 06:22:00 PM,,155,2433,24,40,77,3
04/09/2015 09:30:00 PM,,159,1732,17,30,21,7
04/09/2015 09:00:00 PM,,139,511,5,6,49,7
04/09/2015 06:00:00 AM,,19,331,3,5,43,4
04/09/2015 08:35:00 PM,,19,322,3,20,69,25
04/03/2015 07:00:00 PM,,139,922,9,12,58,23
04/09/2015 08:20:00 PM,,159,1132,11,28,26,7
04/09/2015 08:55:00 PM,,19,1133,11,24,27,2
04/09/2015 09:20:00 PM,,155,321,3,6,42,33
04/09/2015 10:06:00 PM,,129,1522,15,29,25,19
04/02/2015 12:20:00 PM,,156,323,3,6,69,25
04/09/2015 09:45:00 PM,,159,2525,25,30,20,2
04/09/2015 10:20:00 PM,,175,1633,16,38,15,33
04/09/2015 09:10:00 PM,,59,1613,16,41,10,33
04/09/2015 04:21:00 PM,,159,1122,11,28,26,2
04/09/2015 03:20:00 AM,,159,1831,18,42,8,28
04/09/2015 09:20:00 PM,,159,712,7,20,68,26
04/09/2015 09:33:00 PM,,159,424,4,10,46,2
04/09/2015 08:49:00 PM,,159,332,3,5,43,19
04/09/2015 09:45:00 PM,,155,1112,11,27,23,19
04/09/2015 09:45:00 PM,,19,322,3,20,69,2
04/09/2015 06:15:00 PM,,155,2221,22,21,73,2
04/09/2015 07:00:00 PM,,159,1811,18,32,7,33
04/08/2015 02:20:00 PM,,159,632,6,6,44,18
04/09/2015 09:33:00 PM,,159,623,6,17,69,33
04/09/2015 09:00:00 PM,,155,724,7,16,67,33
04/09/2015 09:10:00 PM,,159,621,6,17,71,28
04/09/2015 09:30:00 PM,,159,1424,14,1,24,33
04/09/2015 09:00:00 PM,,139,814,8,23,56,7
04/09/2015 09:00:00 PM,,139,1413,14,26,22,7
04/06/2015 01:00:00 PM,,159,1424,14,1,24,18
04/09/2015 10:50:00 PM,,155,713,7,16,67,3
04/09/2015 10:00:00 PM,,19,1132,11,24,26,2
04/07/2015 05:30:00 PM,,139,1411,14,35,21,25
04/07/2015 03:00:00 PM,,19,621,6,17,71,9
04/09/2015 09:15:00 PM,,139,1034,10,12,30,7
04/09/2015 08:30:00 PM,,159,235,2,5,41,30
04/09/2015 08:20:00 PM,,71,1014,10,24,29,33
04/09/2015 07:40:00 PM,,155,2512,25,29,19,33
04/09/2015 05:30:00 PM,,139,332,3,5,43,33
04/09/2015 08:20:00 PM,,139,715,7,15,67,19
04/09/2015 10:55:00 PM,,98,1934,19,44,6,7
04/09/2015 10:15:00 PM,,159,621,6,17,71,19
04/08/2015 07:00:00 AM,,19,522,5,34,49,4
04/09/2015 10:31:00 PM,,96,2422,24,49,1,33
04/09/2015 08:29:00 PM,,141,221,2,4,38,2
02/01/2005 04:00:00 PM,,127,2524,25,30,22,25
04/09/2015 08:00:00 AM,,139,624,6,6,69,23
04/09/2015 09:20:00 PM,,139,2234,22,34,75,3
04/09/2015 08:33:00 PM,,156,2234,22,34,75,33
04/09/2015 10:39:00 PM,,13,813,8,23,56,25
04/09/2015 11:13:00 PM,,92,831,8,15,66,8
04/09/2015 11:33:00 PM,,155,312,3,20,42,25
04/09/2015 09:08:00 PM,,159,1014,10,24,29,34
04/08/2015 01:30:00 PM,,19,211,2,3,35,4
04/09/2015 10:45:00 PM,,92,1011,10,24,29,25
04/09/2015 11:44:00 PM,,140,831,8,15,66,7
04/09/2015 07:35:00 PM,,25,1934,19,44,6,31
04/09/2015 10:30:00 PM,,119,1923,19,44,6,8
11/15/2005 06:15:00 AM,,159,622,6,21,71,18
04/09/2015 10:10:00 PM,,19,1114,11,28,26,3
04/09/2015 10:30:00 PM,,44,1125,11,2,27,8
04/09/2015 08:23:00 PM,,129,1034,10,25,31,28
04/09/2015 10:51:00 PM,,19,622,6,21,71,11
04/07/2015 01:20:00 AM,,163,1432,14,1,22,30
04/09/2015 10:34:00 PM,,139,613,6,21,71,7
04/09/2015 09:59:00 PM,,155,231,2,3,40,3
04/07/2015 01:00:00 AM,,159,633,6,6,49,18
04/09/2015 11:40:00 PM,,19,233,2,5,41,3
04/09/2015 06:30:00 PM,,139,2523,25,30,21,4
04/09/2015 11:43:00 PM,,159,2013,20,48,77,19
04/09/2015 02:00:00 PM,,19,1111,11,37,23,4
04/09/2015 09:00:00 PM,,19,915,9,11,60,4
04/09/2015 10:20:00 PM,,19,631,6,8,44,3
04/09/2015 06:30:00 PM,,159,1211,12,26,24,18
04/09/2015 10:40:00 PM,,159,2511,25,36,18,18
04/09/2015 10:00:00 PM,,139,225,2,3,40,7
04/09/2015 11:52:00 PM,,17,1532,15,28,25,19
04/10/2015 12:01:00 AM,,139,532,5,9,53,25
04/09/2015 11:50:00 PM,,159,2011,20,40,2,33
04/09/2015 09:45:00 PM,,143,1424,14,1,24,33
04/09/2015 05:00:00 PM,,77,1123,11,28,23,7
04/09/2015 01:00:00 PM,,129,1215,12,27,28,18
03/27/2015 12:01:00 AM,,139,1133,11,28,27,9
03/09/2015 09:30:00 PM,,139,1414,14,35,22,25
04/08/2015 06:30:00 AM,,124,1631,16,36,17,18
04/09/2015 10:00:00 PM,,77,726,7,15,67,18
04/09/2015 11:02:00 PM,,127,2533,25,37,25,3
04/09/2015 10:57:00 PM,,155,513,5,9,49,2
04/10/2015 12:35:00 AM,,139,2514,25,30,19,3
09/01/2005 12:01:00 AM,,139,2513,25,36,25,33
04/09/2015 09:00:00 PM,,124,1733,17,33,16,3
04/10/2015 01:14:00 AM,,57,1031,10,22,30,7
04/10/2015 01:20:00 AM,,159,1722,17,39,14,33
04/10/2015 12:15:00 AM,,155,1634,16,45,15,30
04/09/2015 09:40:00 PM,,129,1633,16,38,15,33
04/10/2015 12:28:00 AM,,155,825,8,15,66,3
04/10/2015 01:15:00 AM,,159,2013,20,48,77,3
04/09/2015 07:00:00 PM,,129,733,7,6,68,33
04/09/2015 03:30:00 AM,,19,633,6,9,44,3
04/09/2015 02:00:00 PM,,159,1933,19,44,6,33
04/10/2015 12:30:00 AM,,139,2233,22,34,49,3
04/09/2015 10:00:00 PM,,19,1915,19,46,3,4
04/10/2015 02:02:00 AM,,19,1531,15,37,25,3
04/09/2015 11:36:00 PM,,139,2221,22,21,73,4
04/10/2015 01:58:00 AM,,59,1824,18,42,8,33
04/10/2015 02:13:00 AM,,159,1013,10,22,30,34
04/09/2015 10:00:00 PM,,19,322,3,6,69,7
04/09/2015 11:43:00 PM,,155,922,9,12,58,19
04/10/2015 01:55:00 AM,,155,1233,12,25,31,3
04/09/2015 10:30:00 PM,,19,1214,12,27,28,3
04/10/2015 01:45:00 AM,,159,1222,12,28,27,7
04/10/2015 01:55:00 AM,,159,1531,15,37,25,3
04/10/2015 01:40:00 AM,,155,1935,19,43,7,3
04/10/2015 12:30:00 AM,,159,923,9,14,63,30
04/09/2015 11:15:00 PM,,159,624,6,6,69,3
04/10/2015 01:00:00 AM,,159,1433,14,1,24,7
04/10/2015 02:00:00 AM,,159,1413,14,26,22,30
04/09/2015 10:24:00 PM,,159,2534,25,37,23,7
04/09/2015 10:50:00 PM,,139,921,9,12,58,8
04/10/2015 01:45:00 AM,,175,421,4,7,43,19
04/09/2015 11:31:00 PM,,139,912,9,11,59,3
04/10/2015 01:46:00 AM,,19,732,7,6,68,33
04/09/2015 10:50:00 PM,,155,431,4,7,51,3
04/09/2015 10:40:00 PM,,139,423,4,7,46,3
04/10/2015 03:05:00 AM,,142,1021,10,24,29,7
04/10/2015 03:45:00 AM,,139,522,5,34,53,3
04/10/2015 02:15:00 AM,,19,421,4,7,46,8
04/08/2015 08:20:00 PM,,159,631,6,8,44,9
03/17/2015 04:47:00 PM,,124,621,6,17,71,25
04/03/2015 10:40:00 AM,,139,1733,17,33,16,25
04/10/2015 01:00:00 AM,,59,1834,18,42,8,33
04/10/2015 03:25:00 AM,,19,1012,10,24,29,3
04/10/2015 03:00:00 AM,,19,1011,10,24,29,7
04/10/2015 03:40:00 AM,,139,1811,18,32,7,4
04/10/2015 04:13:00 AM,,159,2515,25,37,19,19
04/10/2015 12:01:00 AM,,92,1012,10,24,29,33
04/10/2015 02:20:00 AM,,139,2223,22,21,73,7
04/10/2015 01:10:00 AM,,139,2211,22,19,72,7
04/06/2015 07:30:00 PM,,156,1732,17,35,16,33
04/08/2015 02:00:00 AM,,159,1213,12,1,24,3
03/05/2015 08:00:00 PM,,139,821,8,14,58,25
04/10/2015 02:00:00 AM,,159,332,3,5,43,3
04/07/2015 10:00:00 AM,,67,1412,14,35,22,33
04/10/2015 03:10:00 AM,,159,2532,25,37,25,19
04/08/2015 06:00:00 AM,,57,1433,14,1,24,4
04/08/2015 10:40:00 PM,,19,1423,14,26,24,33
04/08/2015 11:50:00 PM,,140,1421,14,35,22,4
04/09/2015 10:38:00 PM,,159,1424,14,1,24,3
04/10/2015 12:48:00 AM,,17,1935,19,43,7,2
04/10/2015 03:56:00 AM,,155,1113,11,28,26,26
04/09/2015 12:00:00 AM,,139,1414,14,35,22,25
04/10/2015 12:20:00 AM,,155,2012,20,40,77,30
04/05/2015 10:00:00 PM,,19,413,4,8,48,4
04/10/2015 03:31:00 AM,,124,2212,22,19,75,7
04/09/2015 11:00:00 PM,,143,1034,10,25,31,4
04/10/2015 05:35:00 AM,,159,1012,10,24,29,7
03/06/2015 01:30:00 AM,,19,1724,17,33,16,23
04/10/2015 05:45:00 AM,,19,232,2,20,40,33
04/10/2015 02:47:00 AM,,19,411,4,5,43,3
04/10/2015 04:00:00 AM,,159,835,8,18,70,19
04/09/2015 10:00:00 AM,,19,2424,24,49,1,4
04/09/2015 04:23:00 AM,,141,2432,24,49,1,4
04/10/2015 05:10:00 AM,,17,2534,25,30,20,19
04/01/2015 12:00:00 PM,,139,222,2,4,39,33
04/05/2015 03:00:00 PM,,139,1022,10,24,30,33
04/09/2015 04:00:00 PM,,159,1931,19,1,5,33
04/09/2015 08:30:00 PM,,159,1935,19,43,7,33
04/08/2015 09:00:00 PM,,159,1712,17,39,14,7
04/09/2015 10:00:00 PM,,159,925,9,11,61,7
04/10/2015 02:00:00 AM,,19,1013,10,22,30,3
04/03/2015 05:00:00 AM,,159,1613,16,41,10,33
04/06/2015 11:30:00 PM,,159,1215,12,27,24,33
04/10/2015 07:00:00 AM,,159,831,8,15,66,33
04/10/2015 06:00:00 AM,,159,2424,24,49,1,33
04/09/2015 09:00:00 PM,,159,1433,14,1,24,33
04/10/2015 07:30:00 AM,,143,122,1,2,32,8
10/12/2017 07:14:00 PM,,105,2515,25,29,19,7
04/10/2015 01:12:00 AM,,155,1424,14,1,24,30
04/09/2015 07:00:00 PM,,159,332,3,5,43,33
04/09/2015 11:30:00 PM,,159,1012,10,24,29,7
04/04/2015 12:00:00 PM,,152,133,1,2,35,33
04/05/2015 08:00:00 PM,,161,1421,14,1,24,7
04/10/2015 03:00:00 AM,,142,531,5,9,49,7
03/29/2015 12:00:00 PM,,142,2211,22,19,74,33
04/09/2015 07:00:00 PM,,159,1932,19,32,7,33
02/27/2015 09:00:00 AM,,139,2233,22,34,75,9
04/10/2015 08:15:00 AM,,143,124,1,2,28,8
04/10/2015 06:59:00 AM,,159,121,1,2,28,7
01/05/2014 01:00:00 PM,,139,1833,18,42,8,33
04/07/2015 06:00:00 PM,,139,1631,16,38,17,9
04/09/2015 05:00:00 PM,,159,1211,12,26,24,33
04/08/2015 11:00:00 AM,,168,833,8,13,65,7
04/09/2015 09:00:00 PM,,19,334,3,7,43,7
04/10/2015 07:30:00 AM,,78,234,2,4,41,28
04/09/2015 04:45:00 PM,,159,423,4,7,46,33
04/09/2015 06:00:00 PM,,159,1722,17,45,16,33
04/10/2015 07:00:00 AM,,159,1922,19,44,6,33
04/10/2015 09:10:00 AM,,140,431,4,7,51,7
04/09/2015 01:12:00 PM,,59,725,7,17,67,25
04/10/2015 09:00:00 AM,,117,1231,12,2,28,33
04/10/2015 08:15:00 AM,,71,1923,19,44,6,3
04/09/2015 09:30:00 PM,,159,1231,12,25,28,33
03/27/2015 12:00:00 PM,,19,1925,19,46,6,33
04/09/2015 08:30:00 PM,,159,1414,14,35,22,7
04/09/2015 11:00:00 PM,,129,923,9,14,63,7
04/06/2015 06:30:00 PM,,139,713,7,16,67,7
04/09/2015 09:00:00 PM,,140,1524,15,37,25,4
04/09/2015 10:30:00 AM,,139,1931,19,32,7,9
04/09/2015 06:00:00 PM,,159,1133,11,24,29,33
02/01/2015 12:00:00 PM,,139,331,3,5,43,33
04/09/2015 09:30:00 PM,,159,1223,12,2,28,25
04/09/2015 05:00:00 PM,,139,733,7,17,68,7
04/10/2015 12:45:00 AM,,139,532,5,9,53,7
04/09/2015 05:58:00 PM,,124,531,5,9,49,30
04/08/2015 11:30:00 AM,,140,2232,22,34,73,4
04/09/2015 08:00:00 AM,,131,2212,22,19,75,9
04/10/2015 08:50:00 AM,,155,2522,25,31,19,3
04/10/2015 08:15:00 AM,,175,1133,11,24,27,19
04/10/2015 09:30:00 AM,,17,722,7,6,69,3
04/10/2015 09:25:00 AM,,139,724,7,17,67,2
04/10/2015 08:55:00 AM,,159,1722,17,38,16,18
04/09/2015 08:22:00 PM,,140,922,9,14,58,2
04/10/2015 08:30:00 AM,,83,1924,19,44,6,7
04/09/2015 01:45:00 PM,,58,731,7,6,69,25
04/09/2015 12:15:00 PM,,159,913,9,11,60,33
04/10/2015 10:35:00 AM,,155,1533,15,28,25,11
02/19/2015 09:00:00 AM,,139,1421,14,35,22,9
04/09/2015 10:00:00 AM,,142,1731,17,38,15,33
04/09/2015 04:30:00 PM,,159,434,4,10,51,33
04/06/2015 07:45:00 AM,,12,1653,16,41,76,8
04/10/2015 09:00:00 AM,,19,631,6,8,44,3
04/10/2015 10:55:00 AM,,139,812,8,13,64,3
04/10/2015 10:40:00 AM,,159,731,7,17,69,19
04/10/2015 10:55:00 AM,,168,1533,15,28,25,19
04/10/2015 09:09:00 AM,,125,113,1,2,32,7
04/06/2015 12:00:00 PM,,139,2433,24,48,77,9
04/09/2015 03:30:00 PM,,73,914,9,25,34,33
04/10/2015 03:00:00 AM,,175,833,8,13,65,33
03/27/2015 03:00:00 PM,,139,833,8,13,65,9
04/10/2015 12:01:00 AM,,159,822,8,14,62,33
04/10/2015 10:30:00 AM,,159,1123,11,28,27,25
04/10/2015 11:25:00 AM,,17,1133,11,24,27,19
04/09/2015 11:00:00 PM,,124,822,8,13,65,33
04/09/2015 10:00:00 PM,,142,624,6,8,44,3
04/09/2015 07:19:00 AM,,139,812,8,23,64,25
03/04/2015 08:17:00 AM,,129,235,2,20,42,33
04/09/2015 07:30:00 PM,,159,1434,14,1,22,33
04/10/2015 11:00:00 AM,,19,1222,12,28,27,7
04/10/2015 11:00:00 AM,,159,824,8,16,66,33
04/10/2015 03:00:00 AM,,175,1424,14,1,24,33
04/10/2015 03:00:00 AM,,159,1421,14,26,23,7
04/10/2015 10:38:00 AM,,141,431,4,10,51,2
04/09/2015 01:00:00 AM,,27,1812,18,43,7,33
04/09/2015 07:30:00 AM,,142,2031,20,40,4,33
04/10/2015 05:15:00 AM,,175,2534,25,30,23,33
04/10/2015 04:30:00 AM,,19,922,9,12,58,3
04/10/2015 12:30:00 AM,,175,1812,18,43,7,30
04/10/2015 11:20:00 AM,,19,1024,10,22,30,7
04/10/2015 11:00:00 AM,,139,511,5,8,50,7
04/09/2015 09:00:00 PM,,159,1935,19,43,7,7
04/09/2015 07:00:00 PM,,156,2232,22,34,49,7
04/05/2015 09:15:00 PM,,129,1831,18,42,8,33
04/10/2015 11:05:00 AM,,156,924,9,11,61,33
04/10/2015 11:00:00 AM,,92,611,6,21,71,19
03/31/2015 05:00:00 PM,,105,1225,12,2,28,33
04/10/2015 02:00:00 AM,,159,1831,18,42,8,9
04/08/2015 01:00:00 PM,,124,332,3,5,43,9
04/10/2015 11:10:00 AM,,155,1022,10,24,30,30
04/10/2015 01:15:00 AM,,19,1222,12,2,27,25
04/09/2015 10:00:00 PM,,159,711,7,3,68,7
03/10/2015 12:01:00 AM,,159,912,9,12,59,33
04/10/2015 11:05:00 AM,,159,1121,11,27,23,7
04/10/2015 11:45:00 AM,,139,815,8,14,57,23
04/09/2015 03:30:00 PM,,129,821,8,14,58,30
04/07/2015 09:30:00 AM,,141,1922,19,44,6,33
04/10/2015 08:10:00 AM,,142,724,7,17,67,33
04/09/2015 01:40:00 PM,,143,1713,17,33,14,7
04/10/2015 10:13:00 AM,,139,313,3,20,42,3
04/06/2015 01:15:00 PM,,141,921,9,14,58,33
04/08/2015 05:00:00 PM,,139,711,7,20,68,33
04/06/2015 07:45:00 AM,,159,723,7,17,68,7
03/25/2015 10:15:00 AM,,139,223,2,4,38,8
03/16/2015 10:30:00 AM,,19,711,7,20,68,33
04/10/2015 11:59:00 AM,,141,1431,14,1,22,2
04/10/2015 11:04:00 AM,,19,223,2,3,38,2
04/10/2015 11:45:00 AM,,156,833,8,13,65,33
04/16/2014 08:00:00 AM,,139,223,2,4,39,9
04/10/2015 11:30:00 AM,,159,621,6,17,71,2
04/09/2015 07:00:00 PM,,19,421,4,7,43,2
04/10/2015 10:45:00 AM,,19,614,6,18,71,3
04/10/2015 08:40:00 AM,,19,613,6,21,71,7
04/10/2015 11:20:00 AM,,129,1021,10,24,29,11
03/25/2015 08:27:00 AM,,155,512,5,9,49,30
04/10/2015 11:37:00 AM,,155,312,3,20,42,34
03/25/2015 12:19:00 PM,,124,511,5,21,49,33
04/10/2015 12:00:00 PM,,155,522,5,34,49,30
04/09/2015 06:00:00 PM,,142,2221,22,21,73,2
04/09/2015 11:45:00 PM,,159,634,6,21,49,30
04/06/2015 09:00:00 PM,,25,1434,14,32,24,9
04/10/2015 09:20:00 AM,,159,723,7,16,68,3
04/10/2015 08:47:00 AM,,19,722,7,6,69,2
04/09/2015 05:30:00 PM,,124,712,7,16,68,25
04/10/2015 12:29:00 PM,,156,1833,18,42,8,9
04/10/2015 12:25:00 PM,,155,1531,15,37,25,19
04/10/2015 08:49:00 AM,,155,621,6,17,71,3
04/09/2015 07:00:00 PM,,143,1834,18,42,8,33
04/10/2015 04:00:00 AM,,159,2531,25,29,25,30
04/08/2015 10:00:00 PM,,103,413,4,8,48,3
04/10/2015 11:18:00 AM,,19,313,3,20,42,3
