Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
6,19,621,6,17,71,0,0,0,0,1,0,0,8
16.08,159,224,2,3,38,0,0,0,0,1,0,0,30
15.65,159,224,2,3,38,0,0,0,0,1,0,0,19
16,151,211,2,2,35,0,0,0,0,0,0,1,9
16.15,155,935,9,3,37,0,0,0,0,1,0,0,25
14,122,132,1,2,33,0,1,0,0,0,0,0,33
16.92,17,224,2,3,38,0,0,0,0,1,0,0,3
16,156,234,2,4,41,0,0,0,0,1,0,0,2
17,143,113,1,42,32,0,0,0,0,1,0,0,8
15.5,139,1111,11,37,23,0,0,0,0,1,0,0,7
6.92,124,1634,16,38,15,0,0,0,0,1,0,0,7
16.78,159,2535,25,26,23,0,0,0,0,1,0,0,3
11,75,2533,25,37,25,0,0,0,0,1,0,0,33
19.83,159,814,8,23,56,0,0,0,0,0,0,1,3
14.5,159,1821,18,43,8,0,0,0,0,1,0,0,33
13.82,139,811,8,23,56,0,0,0,0,0,0,1,9
15,159,1115,11,28,26,0,0,0,0,1,0,0,30
17.75,155,2222,22,21,71,0,0,0,0,1,0,0,19
0,159,1235,12,25,31,1,0,0,0,0,0,0,7
15.35,19,1132,11,24,26,0,0,0,0,1,0,0,3
2,159,2533,25,37,25,0,0,0,0,1,0,0,33
16.5,159,932,9,16,61,0,0,0,0,1,0,0,18
16.15,139,823,8,13,65,0,0,0,0,1,0,0,3
15,139,734,7,17,67,0,0,0,0,0,1,0,6
17.75,175,825,8,15,66,0,0,0,0,1,0,0,3
10,19,825,8,15,66,0,0,0,0,0,1,0,33
15.83,19,614,6,21,71,0,0,0,0,1,0,0,7
14.62,139,1132,11,24,29,0,0,0,0,1,0,0,3
16.33,129,612,6,17,71,0,0,0,0,1,0,0,3
16.42,159,2523,25,30,21,0,0,0,0,1,0,0,2
15.75,95,1215,12,27,28,0,0,0,0,1,0,0,25
10,19,334,3,7,43,0,0,0,0,1,0,0,4
8.5,139,1231,12,2,28,0,0,0,0,0,0,1,33
2.5,124,632,6,6,44,0,0,0,0,1,0,0,3
6,139,934,9,3,61,0,0,0,0,0,0,1,3
18.03,159,811,8,23,56,0,0,0,0,1,0,0,33
1,159,133,1,3,35,0,0,0,0,1,0,0,33
18.23,124,1433,14,1,24,0,1,0,0,0,0,0,9
5.75,126,1432,14,32,22,0,0,0,0,1,0,0,7
11,159,1812,18,43,7,0,0,0,0,1,0,0,7
13.27,129,122,1,2,32,0,0,0,0,1,0,0,33
16.5,155,911,9,12,59,0,0,0,0,1,0,0,3
9,140,1214,12,27,24,0,0,0,0,1,0,0,4
15.75,155,1014,10,24,29,0,0,0,0,1,0,0,30
6,159,1111,11,28,23,0,0,0,0,1,0,0,33
18.17,161,612,6,17,71,0,0,0,0,1,0,0,25
14,139,1013,10,22,30,0,0,0,0,1,0,0,3
14.33,124,1031,10,22,30,0,0,0,0,0,0,1,9
18.08,159,1613,16,41,10,0,0,0,0,1,0,0,7
16.5,139,123,1,2,32,1,0,0,0,0,0,0,25
16.13,175,422,4,7,46,0,0,0,0,1,0,0,19
23,159,935,9,3,61,0,0,0,0,0,0,1,7
18.25,159,711,7,20,68,0,0,0,0,1,0,0,25
16.75,153,1524,15,37,25,0,0,0,0,1,0,0,16
16.83,143,1732,17,33,16,0,0,0,0,1,0,0,33
17.5,19,2012,20,40,77,0,0,0,0,1,0,0,3
22,159,2012,20,40,4,0,0,0,0,0,0,1,18
13.72,19,2032,20,47,3,0,1,0,0,0,0,0,33
17.75,159,2222,22,21,73,0,0,0,0,1,0,0,19
18.55,159,1522,15,29,25,0,0,0,0,1,0,0,25
17.6,175,825,8,15,66,0,0,0,0,1,0,0,3
19,139,212,2,4,35,0,0,0,0,1,0,0,7
15.5,159,2232,22,34,73,0,0,0,0,1,0,0,3
16.75,159,821,8,14,63,0,0,0,0,1,0,0,33
15.25,139,713,7,16,67,0,0,0,0,1,0,0,4
7,19,733,7,17,68,0,0,0,0,1,0,0,7
19.03,159,311,3,20,40,0,0,0,0,1,0,0,2
17.5,124,825,8,15,66,0,0,0,0,1,0,0,7
15,155,2232,22,34,73,0,0,0,0,1,0,0,3
18.28,75,1722,17,45,15,0,0,0,0,1,0,0,33
14,139,715,7,15,67,1,0,0,0,0,0,0,9
11,139,2212,22,19,72,0,0,1,0,0,0,0,7
15.83,155,1723,17,33,16,0,0,0,0,0,0,1,3
17.5,92,624,6,6,69,0,0,0,0,1,0,0,19
17.03,19,421,4,7,43,0,0,0,0,1,0,0,8
18.97,155,1225,12,2,28,0,0,0,0,1,0,0,19
11.93,142,431,4,7,51,0,0,0,0,1,0,0,2
17,96,1822,18,32,8,0,0,0,0,1,0,0,33
17.67,96,411,4,5,43,0,0,0,0,1,0,0,33
23.5,19,1713,17,39,14,0,0,0,0,0,0,1,25
23.5,139,623,6,17,69,0,0,0,0,0,1,0,4
16,155,2534,25,30,23,0,0,0,0,1,0,0,3
18,29,633,6,9,44,0,0,0,0,1,0,0,2
2,139,1711,17,39,12,0,0,1,0,0,0,0,33
10,139,1021,10,24,29,0,0,0,0,0,0,1,6
16.2,155,832,8,17,66,0,0,0,0,1,0,0,3
18.33,159,421,4,7,43,0,0,0,0,1,0,0,25
10,124,921,9,14,58,0,0,0,0,1,0,0,9
19.02,129,1522,15,29,25,0,0,0,0,1,0,0,19
19,140,2515,25,37,19,0,0,0,0,1,0,0,8
16.33,139,431,4,10,51,0,0,0,0,1,0,0,3
17.08,155,934,9,16,61,0,0,0,0,1,0,0,30
19.42,159,2533,25,37,25,0,0,0,0,1,0,0,19
19.42,155,533,5,9,54,0,0,0,0,1,0,0,2
18,139,911,9,12,58,0,0,0,0,1,0,0,7
14.5,139,915,9,11,60,0,0,0,0,1,0,0,4
18.67,155,733,7,17,68,0,0,0,0,1,0,0,34
19.02,127,1533,15,28,25,0,0,0,0,1,0,0,34
12.5,152,1233,12,2,28,0,0,0,0,1,0,0,3
15.5,156,333,3,5,43,0,0,0,0,1,0,0,7
15,139,1122,11,27,23,0,0,0,0,1,0,0,3
17.63,141,1011,10,24,29,0,0,0,0,1,0,0,3
15.58,159,1114,11,28,26,0,0,0,0,1,0,0,2
19.5,155,832,8,15,66,0,0,0,0,1,0,0,19
5.5,155,1122,11,28,26,0,0,0,0,1,0,0,30
19,159,1224,12,27,28,0,0,0,0,0,1,0,18
19.33,129,2234,22,34,75,0,0,0,0,1,0,0,19
18.58,159,1211,12,26,23,0,0,0,0,1,0,0,3
18.75,141,1831,18,42,8,0,0,0,0,1,0,0,3
19.45,127,2534,25,31,23,0,0,0,0,1,0,0,25
0.02,17,1513,15,29,25,0,0,0,0,1,0,0,31
19,127,1624,16,38,15,0,0,0,0,1,0,0,33
15.5,139,1512,15,29,25,0,0,0,0,1,0,0,8
17.5,124,1135,11,2,27,0,0,0,0,0,0,1,33
19.2,19,522,5,34,49,0,0,0,0,1,0,0,25
19.7,159,1115,11,28,26,0,0,0,0,1,0,0,19
0.02,159,1934,19,44,6,0,0,0,0,1,0,0,18
18.23,96,612,6,17,71,0,0,0,0,1,0,0,33
18.38,75,1834,18,42,8,0,0,0,0,1,0,0,33
16,19,1124,11,28,27,0,0,0,0,1,0,0,33
17.87,155,224,2,3,38,0,0,0,0,1,0,0,34
19.58,159,1633,16,38,15,0,0,0,0,1,0,0,34
19.17,159,1133,11,24,29,0,0,0,0,1,0,0,28
19.75,155,1121,11,27,23,0,0,0,0,1,0,0,19
19.83,70,111,1,42,32,0,0,0,0,1,0,0,8
18.25,124,431,4,7,51,0,0,0,0,1,0,0,30
19.75,19,421,4,7,43,0,0,0,0,1,0,0,3
10,19,421,4,7,43,0,0,0,0,1,0,0,7
19.92,64,412,4,8,45,0,0,0,0,1,0,0,7
9,155,1214,12,42,28,0,1,0,0,0,0,0,33
12,159,1922,19,32,6,0,0,0,0,1,0,0,18
20.58,159,1113,11,28,26,0,0,0,0,1,0,0,26
0.02,22,1824,18,42,8,0,1,0,0,0,0,0,9
1,103,1935,19,43,7,0,0,0,0,0,0,1,33
19.62,141,733,7,17,68,0,0,0,0,1,0,0,34
16.75,129,1432,14,1,22,0,1,0,0,0,0,0,3
19.33,159,731,7,6,69,0,0,0,0,1,0,0,7
19,139,422,4,7,46,0,0,0,0,1,0,0,33
20.33,159,513,5,9,49,0,0,0,0,1,0,0,19
19.55,139,733,7,17,68,0,0,0,0,1,0,0,2
20.2,155,624,6,8,44,0,0,0,0,1,0,0,19
4.5,169,1722,17,39,14,0,0,0,0,1,0,0,33
20.42,139,731,7,17,69,0,0,0,0,1,0,0,7
12.17,129,1834,18,42,8,0,0,0,0,1,0,0,33
20,143,225,2,3,40,0,0,0,0,1,0,0,7
19.33,129,726,7,15,67,0,0,0,0,1,0,0,33
18,159,1434,14,32,24,0,0,0,0,1,0,0,33
18.7,75,2515,25,30,19,0,0,0,0,1,0,0,33
20.83,155,1913,19,46,3,0,0,0,0,1,0,0,19
15,19,2515,25,30,19,0,0,0,0,1,0,0,2
17,152,1424,14,1,24,0,0,0,0,1,0,0,33
15,75,2521,25,31,20,0,0,0,0,1,0,0,33
18.42,127,2533,25,37,25,0,0,0,0,1,0,0,3
13.5,19,2523,25,31,21,0,0,0,0,1,0,0,4
18.75,156,2522,25,31,19,0,0,0,0,1,0,0,30
21,139,1513,15,29,25,0,0,0,0,1,0,0,7
20,19,631,6,8,44,0,0,0,0,0,1,0,4
20.95,159,1113,11,28,26,0,0,0,0,1,0,0,19
21,155,631,6,8,44,0,0,0,0,1,0,0,3
18.43,139,512,5,9,49,0,0,0,0,1,0,0,19
19,159,222,2,4,39,0,0,0,0,1,0,0,3
20.75,155,1033,10,12,30,0,0,0,0,1,0,0,19
20.28,19,2413,24,50,2,0,0,0,0,1,0,0,8
21.17,155,1533,15,24,25,0,0,0,0,1,0,0,19
21.25,127,1731,17,30,16,0,0,0,0,1,0,0,8
19.67,139,734,7,17,67,0,0,0,0,1,0,0,3
0.02,139,334,3,7,43,0,0,0,0,0,0,1,9
13,124,414,4,8,46,0,0,0,0,1,0,0,33
20.67,155,1712,17,39,13,0,0,0,0,1,0,0,30
18.73,75,2515,25,30,19,0,0,0,0,1,0,0,33
12.5,155,214,2,4,38,0,0,0,0,1,0,0,3
20.65,17,232,2,20,40,0,0,0,0,1,0,0,28
3.5,139,613,6,21,71,0,0,0,0,1,0,0,3
18.93,19,214,2,4,38,0,0,0,0,1,0,0,3
20.07,159,331,3,5,43,0,0,0,0,1,0,0,18
16.03,17,624,6,8,44,0,0,0,0,1,0,0,7
20.5,19,311,3,20,40,0,0,0,0,1,0,0,2
20.17,155,331,3,5,43,0,0,0,0,1,0,0,30
20.28,155,732,7,17,68,0,0,0,0,1,0,0,19
21.1,92,1132,11,24,26,0,0,0,0,1,0,0,19
16.17,129,222,2,4,39,0,0,0,0,1,0,0,3
19.1,175,225,2,3,37,0,0,0,0,1,0,0,3
19.33,159,333,3,5,43,0,0,0,0,1,0,0,19
23.4,159,1131,11,24,25,0,1,0,0,0,0,0,12
16.75,19,215,2,3,38,0,0,0,0,1,0,0,33
14,159,1023,10,28,29,0,0,0,0,1,0,0,25
20.5,159,823,8,15,66,0,0,0,0,1,0,0,3
16.17,96,223,2,4,38,0,0,0,0,0,1,0,2
21.33,155,735,7,17,67,0,0,0,0,1,0,0,19
16,19,923,9,14,63,0,0,0,0,1,0,0,3
16.17,129,222,2,4,39,0,0,0,0,1,0,0,33
20,155,1533,15,24,25,0,0,0,0,1,0,0,30
17.72,19,621,6,17,71,0,0,0,0,1,0,0,2
21.13,155,1532,15,28,25,0,0,0,0,1,0,0,19
17,129,513,5,9,49,0,0,0,0,1,0,0,3
20.5,103,411,4,8,45,0,0,0,0,1,0,0,30
22.02,155,1532,15,28,25,0,0,0,0,1,0,0,19
21.67,159,1113,11,28,25,0,0,0,0,1,0,0,26
21.23,96,1722,17,45,15,0,0,0,0,1,0,0,3
20.7,17,1121,11,27,23,0,0,0,0,1,0,0,3
20.3,155,1633,16,38,17,0,0,0,0,1,0,0,19
21.45,124,1913,19,46,3,0,0,0,0,1,0,0,33
18.85,159,1814,18,43,7,0,0,0,0,1,0,0,28
18.38,159,1233,12,2,28,0,0,0,0,1,0,0,3
20.75,19,1225,12,2,28,0,0,0,0,1,0,0,3
8.33,21,314,3,20,42,0,0,0,0,0,1,0,33
21.5,159,434,4,10,51,0,0,0,0,1,0,0,7
21,159,1222,12,28,27,0,0,0,0,1,0,0,18
22.25,155,1533,15,24,25,0,0,0,0,1,0,0,19
18,122,2233,22,34,49,0,0,0,0,1,0,0,33
19.25,159,624,6,6,44,0,0,0,0,1,0,0,9
5.5,159,813,8,23,56,0,0,0,0,1,0,0,18
11,139,2232,22,34,73,0,0,0,0,0,0,1,3
20.85,159,523,5,9,53,0,0,0,0,1,0,0,19
19.92,156,1833,18,42,8,0,0,0,0,1,0,0,9
20.77,159,921,9,14,58,0,0,0,0,1,0,0,19
9,139,512,5,9,49,0,0,0,0,0,1,0,7
21.33,17,824,8,16,63,0,0,0,0,1,0,0,19
21.68,139,422,4,7,46,0,0,0,0,1,0,0,28
14,152,1532,15,28,25,0,0,0,0,1,0,0,3
14.5,139,1623,16,45,15,0,0,1,0,0,0,0,4
21.5,143,511,5,9,49,0,0,0,0,1,0,0,9
18,139,1712,17,39,14,0,0,0,0,1,0,0,7
15,153,1634,16,38,15,1,0,0,0,0,0,0,3
17.75,159,1623,16,45,15,0,0,0,0,1,0,0,3
7.33,124,1624,16,45,15,0,1,0,0,0,0,0,2
20.5,96,2422,24,49,1,0,0,0,0,1,0,0,33
16.42,143,1621,16,45,12,0,0,0,0,1,0,0,33
21.3,175,2413,24,50,2,0,0,0,0,1,0,0,19
21.43,141,312,3,20,42,0,0,0,0,1,0,0,31
22.25,159,422,4,7,46,0,0,0,0,1,0,0,28
20.12,17,2532,25,37,25,0,0,0,0,1,0,0,19
20.25,17,1622,16,45,11,0,0,0,0,1,0,0,7
21.72,159,734,7,17,67,0,0,0,0,1,0,0,19
21.18,141,1023,10,12,30,0,0,0,0,1,0,0,8
22.23,19,1634,16,38,15,0,0,0,0,1,0,0,8
21.55,155,1224,12,27,28,0,0,0,0,1,0,0,30
22.15,156,1732,17,35,21,0,0,0,0,1,0,0,2
21.22,159,935,9,3,61,0,0,0,0,1,0,0,8
21.5,155,312,3,20,69,0,0,0,0,1,0,0,19
17.5,139,523,5,9,53,1,0,0,0,0,0,0,25
5.95,139,513,5,34,49,0,0,0,1,0,0,0,25
22.38,159,1524,15,37,25,0,0,0,0,1,0,0,19
21.02,139,412,4,8,45,0,0,0,0,0,0,1,25
17.9,155,523,5,9,53,0,0,0,0,1,0,0,30
22.5,139,922,9,12,58,0,1,0,0,0,0,0,33
19.42,59,825,8,15,66,0,0,0,0,1,0,0,9
15.25,139,632,6,6,44,0,0,0,0,1,0,0,4
21.58,143,1914,19,46,3,0,0,0,0,1,0,0,9
23.83,155,1915,19,46,3,0,0,0,0,0,1,0,3
22.32,143,1712,17,39,14,0,0,0,0,1,0,0,2
21.33,155,1931,19,32,5,0,0,0,0,0,0,1,3
22,139,522,5,34,53,0,0,0,0,1,0,0,7
22.75,139,524,5,34,53,0,0,0,0,1,0,0,3
22.9,59,414,4,8,43,0,0,0,0,1,0,0,7
23,139,725,7,15,67,0,0,0,0,1,0,0,7
22.5,19,212,2,4,35,0,0,0,0,1,0,0,3
22.62,155,2531,25,29,25,0,0,0,0,1,0,0,2
22,142,1513,15,29,25,0,0,0,0,1,0,0,3
21,155,1221,12,1,24,0,0,0,0,1,0,0,3
22.45,96,1931,19,32,6,0,0,0,0,1,0,0,33
22,141,1113,11,28,26,0,0,0,0,1,0,0,19
19.45,155,612,6,21,71,0,0,0,0,1,0,0,33
10,139,924,9,3,61,0,0,0,0,1,0,0,25
20,139,533,5,9,54,1,0,0,0,0,0,0,3
16,159,811,8,23,56,0,0,0,0,1,0,0,7
22.88,159,2521,25,31,19,0,0,0,0,1,0,0,26
22,129,2413,24,50,2,0,0,0,0,1,0,0,18
22.5,19,722,7,20,68,0,0,0,0,1,0,0,3
21,159,612,6,17,71,0,0,0,0,1,0,0,33
23.83,19,2523,25,35,21,0,0,0,0,1,0,0,3
22.92,159,835,8,18,66,0,0,0,0,1,0,0,25
22.02,129,814,8,23,56,0,0,0,0,1,0,0,3
22.7,159,1033,10,12,30,0,0,0,0,1,0,0,28
16.5,129,924,9,12,61,0,0,0,0,1,0,0,33
22,159,1832,18,42,8,0,0,0,0,1,0,0,33
21.75,155,725,7,17,67,0,0,0,0,0,0,1,30
21.5,19,1111,11,37,23,0,0,0,0,1,0,0,19
0.08,155,1432,14,32,22,1,0,0,0,0,0,0,3
0.25,159,623,6,17,69,1,0,0,0,0,0,0,3
1.5,96,1414,14,35,22,1,0,0,0,0,0,0,7
11.5,19,324,3,5,69,0,0,0,0,1,0,0,3
0.5,175,222,2,4,39,1,0,0,0,0,0,0,30
1.5,163,1532,15,28,25,1,0,0,0,0,0,0,9
23.17,19,313,3,20,42,0,0,0,0,1,0,0,3
23.5,75,1833,18,42,8,0,0,0,0,1,0,0,8
1.33,19,322,3,6,69,1,0,0,0,0,0,0,3
21,19,235,2,5,41,1,0,0,0,0,0,0,3
2.02,19,1522,15,29,25,1,0,0,0,0,0,0,3
17.33,64,533,5,9,54,0,0,0,0,1,0,0,3
4.75,103,834,8,18,70,0,0,0,0,1,0,0,3
1.33,96,1424,14,1,24,1,0,0,0,0,0,0,9
0.92,175,222,2,4,39,1,0,0,0,0,0,0,30
2.13,19,1531,15,37,25,1,0,0,0,0,0,0,3
0.82,159,1131,11,24,25,1,0,0,0,0,0,0,19
2.25,143,833,8,13,65,1,0,0,0,0,0,0,9
1.33,27,1212,12,1,24,1,0,0,0,0,0,0,33
1,19,523,5,34,53,1,0,0,0,0,0,0,2
1.42,155,433,4,10,55,1,0,0,0,0,0,0,30
1.12,159,2521,25,31,19,1,0,0,0,0,0,0,19
0.75,159,2515,25,37,19,1,0,0,0,0,0,0,19
1.5,19,314,3,20,42,1,0,0,0,0,0,0,7
2.75,124,924,9,12,61,1,0,0,0,0,0,0,30
2,159,1112,11,27,23,1,0,0,0,0,0,0,7
2.68,58,1121,11,27,23,1,0,0,0,0,0,0,7
1.4,155,1022,10,24,29,1,0,0,0,0,0,0,19
1.13,159,1113,11,28,26,1,0,0,0,0,0,0,19
2.57,159,1421,14,26,23,1,0,0,0,0,0,0,3
16,19,312,3,20,69,0,0,0,0,0,1,0,7
1,159,414,4,8,43,1,0,0,0,0,0,0,30
21.5,159,1512,15,29,25,0,0,0,0,1,0,0,30
2.38,159,1115,11,28,26,1,0,0,0,0,0,0,28
3.33,19,2533,25,37,25,1,0,0,0,0,0,0,3
2.37,143,2523,25,30,21,1,0,0,0,0,0,0,7
0.02,124,1411,14,33,21,0,0,1,0,0,0,0,9
0.33,155,1123,11,28,27,1,0,0,0,0,0,0,3
2.95,139,825,8,15,66,1,0,0,0,0,0,0,7
19.5,19,212,2,4,36,0,0,0,0,1,0,0,3
20.78,64,1112,11,27,23,0,0,0,0,1,0,0,3
8.67,19,1212,12,32,24,0,0,0,0,1,0,0,4
0.33,175,1111,11,37,23,1,0,0,0,0,0,0,19
14,34,623,6,17,69,0,0,0,1,0,0,0,25
1.5,92,411,4,8,45,1,0,0,0,0,0,0,18
1.42,92,833,8,13,65,1,0,0,0,0,0,0,3
3.42,19,1121,11,27,23,1,0,0,0,0,0,0,33
3.37,156,1732,17,35,21,1,0,0,0,0,0,0,33
3.25,159,1233,12,25,28,1,0,0,0,0,0,0,8
16,159,1651,16,41,76,0,0,0,0,1,0,0,33
3.25,19,832,8,15,66,1,0,0,0,0,0,0,3
17.5,139,714,7,15,67,0,0,0,0,1,0,0,3
3.42,96,1912,19,47,6,1,0,0,0,0,0,0,30
4.5,159,622,6,21,44,1,0,0,0,0,0,0,33
23.17,156,2213,22,19,72,0,0,0,0,1,0,0,7
20.5,139,2234,22,34,75,0,0,0,0,1,0,0,4
7.25,58,1225,12,2,28,0,0,0,0,0,0,1,3
3.33,159,431,4,7,51,1,0,0,0,0,0,0,7
5.33,159,412,4,8,46,1,0,0,0,0,0,0,30
0.42,159,313,3,20,42,1,0,0,0,0,0,0,3
4.25,139,533,5,9,54,1,0,0,0,0,0,0,25
7,124,2011,20,40,2,1,0,0,0,0,0,0,25
23.67,143,1824,18,43,8,0,0,0,0,1,0,0,33
17,159,931,9,20,61,0,0,0,0,1,0,0,18
3.95,139,612,6,17,71,1,0,0,0,0,0,0,3
3,155,2533,25,37,25,1,0,0,0,0,0,0,3
18,142,2223,22,21,73,0,0,0,0,1,0,0,7
2.87,139,714,7,15,67,1,0,0,0,0,0,0,3
4.75,19,835,8,18,70,1,0,0,0,0,0,0,3
4.75,139,1422,14,26,23,1,0,0,0,0,0,0,3
18,56,1811,18,32,7,0,0,0,0,0,0,1,6
5.17,159,1912,19,47,6,1,0,0,0,0,0,0,9
23.83,159,914,9,11,60,0,0,0,0,1,0,0,28
2.5,139,1925,19,46,6,0,0,0,0,1,0,0,8
4.5,159,1732,17,30,16,0,0,0,0,1,0,0,33
5.58,19,1934,19,44,6,1,0,0,0,0,0,0,3
17,159,633,6,6,44,0,0,0,0,1,0,0,7
5.67,159,632,6,6,44,1,0,0,0,0,0,0,7
0.02,159,633,6,6,44,1,0,0,0,0,0,0,7
21,159,421,4,7,43,0,0,0,0,1,0,0,33
13,19,2422,24,49,1,0,0,0,0,1,0,0,2
6.7,19,2424,24,49,1,1,0,0,0,0,0,0,3
19,159,633,6,6,44,0,0,0,0,1,0,0,7
0,159,333,3,5,43,1,0,0,0,0,0,0,33
6,139,523,5,34,53,0,0,0,0,0,0,1,25
3,19,1634,16,38,15,1,0,0,0,0,0,0,3
16,159,1925,19,44,6,0,0,0,0,1,0,0,33
16,155,1132,11,24,29,0,0,1,0,0,0,0,19
7.5,159,1224,12,27,28,1,0,0,0,0,0,0,7
19,159,1813,18,43,7,0,0,0,0,1,0,0,7
21.5,159,234,2,4,41,0,0,0,0,1,0,0,7
18,139,424,4,10,46,0,0,0,0,1,0,0,25
1,159,632,6,6,44,1,0,0,0,0,0,0,7
21,159,632,6,6,44,0,0,0,0,1,0,0,7
21,159,1014,10,24,29,0,0,0,0,1,0,0,18
8.58,159,112,1,42,32,1,0,0,0,0,0,0,3
7.5,36,133,1,3,35,1,0,0,0,0,0,0,7
8.83,124,1722,17,45,15,1,0,0,0,0,0,0,33
8.08,124,122,1,42,32,1,0,0,0,0,0,0,33
0.02,124,711,7,20,68,0,0,0,0,1,0,0,4
8,140,824,8,16,63,1,0,0,0,0,0,0,8
19.07,19,1222,12,27,27,1,0,0,0,0,0,0,19
7.67,44,1224,12,27,28,1,0,0,0,0,0,0,3
17,19,232,2,20,40,0,0,0,0,1,0,0,7
2,159,212,2,4,36,1,0,0,0,0,0,0,33
20,139,1611,16,41,9,0,1,0,0,0,0,0,9
21.7,139,834,8,18,70,1,0,0,0,0,0,0,25
16,17,1211,12,1,24,0,0,0,0,1,0,0,7
17,159,2525,25,30,20,0,0,0,0,1,0,0,33
8.08,159,1014,10,24,29,1,0,0,0,0,0,0,7
8.2,19,1732,17,30,16,1,0,0,0,0,0,0,3
13.5,155,1652,16,41,76,0,0,0,0,0,0,1,33
13.5,139,712,7,16,68,0,0,0,0,1,0,0,25
8.25,19,2423,24,49,1,1,0,0,0,0,0,0,33
9,83,833,8,13,65,0,0,0,0,1,0,0,33
19.5,159,811,8,23,56,0,0,0,0,1,0,0,7
16,124,1214,12,27,24,0,0,0,0,1,0,0,7
22.5,159,632,6,6,44,0,0,0,0,1,0,0,18
22.33,139,1632,16,38,17,0,0,0,0,1,0,0,3
22,159,1411,14,35,22,0,1,0,0,0,0,0,33
14,159,324,3,5,43,0,0,0,0,1,0,0,33
9.32,159,713,7,15,67,1,0,0,0,0,0,0,28
9.63,67,1114,11,28,26,1,0,0,0,0,0,0,9
9,159,631,6,8,44,1,0,0,0,0,0,0,7
8,124,1832,18,42,8,0,0,0,1,0,0,0,2
8,139,1532,15,28,25,1,0,0,0,0,0,0,33
21,159,2011,20,40,4,0,0,0,0,1,0,0,33
10.25,155,1122,11,27,23,1,0,0,0,0,0,0,19
11.5,152,1215,12,27,24,0,0,0,0,1,0,0,33
12.75,143,111,1,42,32,0,0,0,0,1,0,0,33
12.83,152,1723,17,33,14,0,0,0,0,0,0,1,2
9,141,1733,17,33,16,1,0,0,0,0,0,0,33
7.33,19,1623,16,45,11,1,0,0,0,0,0,0,3
8.5,143,2514,25,30,19,1,0,0,0,0,0,0,25
8.75,152,933,9,16,61,1,0,0,0,0,0,0,3
9,51,2433,24,48,77,1,0,0,0,0,0,0,33
22,155,322,3,6,69,0,0,0,0,1,0,0,33
11,159,1122,11,28,26,0,0,0,0,1,0,0,33
9.52,155,314,3,5,42,1,0,0,0,0,0,0,34
10,159,611,6,21,71,0,0,0,0,1,0,0,2
8,139,414,4,8,43,0,0,0,0,1,0,0,25
10.5,159,2531,25,29,25,1,0,0,0,0,0,0,14
13.5,124,111,1,42,32,0,0,0,0,1,0,0,9
20,159,1921,19,47,5,0,0,0,0,1,0,0,33
13,139,324,3,5,43,0,0,0,0,0,0,1,9
11,150,314,3,20,42,0,0,0,0,0,1,0,33
12,139,1231,12,25,28,0,1,0,0,0,0,0,25
8.92,159,1021,10,24,29,1,0,0,0,0,0,0,7
19.58,139,1522,15,29,25,0,0,1,0,0,0,0,25
10.15,19,1221,12,1,24,1,0,0,0,0,0,0,4
8.22,139,1121,11,27,23,1,0,0,0,0,0,0,19
21.88,159,332,3,5,43,0,0,0,0,1,0,0,33
10.65,155,1134,11,24,27,1,0,0,0,0,0,0,19
5,139,233,2,4,41,1,0,0,0,0,0,0,4
9,159,231,2,3,40,1,0,0,0,0,0,0,30
9.25,152,1234,12,25,31,1,0,0,0,0,0,0,3
9.5,127,233,2,20,40,1,0,0,0,0,0,0,33
9.33,17,233,2,4,41,1,0,0,0,0,0,0,2
11,139,823,8,15,66,1,0,0,0,0,0,0,7
9.75,141,2422,24,49,1,1,0,0,0,0,0,0,33
19,159,621,6,17,71,0,0,0,0,1,0,0,7
9.67,17,722,7,6,69,1,0,0,0,0,0,0,7
2,159,833,8,13,65,1,0,0,0,0,0,0,33
22,124,214,2,4,38,0,0,0,0,1,0,0,8
9,159,1132,11,24,26,0,0,0,0,1,0,0,33
19.02,139,722,7,6,69,0,0,0,0,0,1,0,19
8,153,822,8,14,63,1,0,0,0,0,0,0,34
9.5,175,815,8,23,57,1,0,0,0,0,0,0,7
8,143,1932,19,32,6,0,0,0,0,0,1,0,9
9.87,139,421,4,7,43,1,0,0,0,0,0,0,34
10.68,159,1115,11,28,26,1,0,0,0,0,0,0,19
18,139,1731,17,30,16,1,0,0,0,0,0,0,9
8,155,331,3,5,43,1,0,0,0,0,0,0,3
6,66,511,5,21,49,0,1,0,0,0,0,0,33
11.2,159,511,5,9,49,1,0,0,0,0,0,0,19
0.02,139,2234,22,34,75,0,0,0,1,0,0,0,33
9,139,624,6,6,69,0,1,0,0,0,0,0,9
10.63,159,2212,22,19,75,1,0,0,0,0,0,0,19
10.33,159,223,2,4,38,1,0,0,0,0,0,0,33
11.5,55,1913,19,46,3,0,0,0,0,1,0,0,2
10.7,139,1432,14,32,22,1,0,0,0,0,0,0,9
20,168,2521,25,31,19,0,0,0,0,1,0,0,4
9.75,153,423,4,7,46,1,0,0,0,0,0,0,3
9.5,159,2412,24,50,2,1,0,0,0,0,0,0,33
10,139,1612,16,41,10,1,0,0,0,0,0,0,3
10.5,159,2232,22,34,73,0,0,0,0,1,0,0,25
2,19,1133,11,24,29,1,0,0,0,0,0,0,7
