Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
18.33,139,1112,11,27,23,0,1,0,0,0,0,0,25
20.75,19,912,9,11,59,0,1,0,0,0,0,0,3
19.75,148,331,3,5,43,0,1,0,0,0,0,0,2
20.25,19,323,3,6,69,0,1,0,0,0,0,0,3
19.27,142,512,5,9,50,0,1,0,0,0,0,0,19
17.25,161,624,6,8,44,0,1,0,0,0,0,0,9
18.75,153,2234,22,34,75,0,1,0,0,0,0,0,3
19.5,127,2424,24,49,1,0,1,0,0,0,0,0,7
18.33,19,2412,24,50,2,0,1,0,0,0,0,0,25
19.57,159,921,9,14,58,0,1,0,0,0,0,0,9
20.67,19,214,2,4,38,0,1,0,0,0,0,0,2
20.92,75,111,1,42,32,0,1,0,0,0,0,0,33
20.92,139,835,8,18,70,0,1,0,0,0,0,0,7
20.75,175,423,4,7,46,0,1,0,0,0,0,0,33
5,19,422,4,7,46,0,1,0,0,0,0,0,4
17.33,19,212,2,4,36,0,1,0,0,0,0,0,3
20,19,921,9,12,58,0,1,0,0,0,0,0,3
13.5,57,1832,18,42,8,0,1,0,0,0,0,0,4
20.57,159,722,7,20,68,0,1,0,0,0,0,0,5
18.95,159,1524,15,37,25,0,1,0,0,0,0,0,3
17,159,1531,15,37,25,0,1,0,0,0,0,0,3
19.37,155,324,3,5,43,0,1,0,0,0,0,0,3
18.67,57,2531,25,29,25,0,1,0,0,0,0,0,7
21.18,159,823,8,15,66,0,1,0,0,0,0,0,14
22,19,314,3,20,42,0,1,0,0,0,0,0,2
19.27,139,512,5,9,50,0,1,0,0,0,0,0,19
20.5,142,1012,10,24,29,0,1,0,0,0,0,0,2
21.87,155,733,7,6,68,0,1,0,0,0,0,0,19
9,139,321,3,20,42,1,0,0,0,0,0,0,25
21.5,155,1012,10,24,29,0,1,0,0,0,0,0,3
20.63,159,532,5,9,53,0,1,0,0,0,0,0,34
20.67,129,1033,10,12,30,0,1,0,0,0,0,0,3
21,155,1011,10,24,29,0,1,0,0,0,0,0,3
20,139,513,5,34,49,0,1,0,0,0,0,0,3
1,175,225,2,3,68,0,0,0,1,0,0,0,2
21.1,142,423,4,7,46,0,1,0,0,0,0,0,3
22.52,175,922,9,14,58,0,1,0,0,0,0,0,19
22.25,139,934,9,16,61,0,1,0,0,0,0,0,3
22.67,168,725,7,15,67,0,1,0,0,0,0,0,34
19.25,131,321,3,6,42,0,1,0,0,0,0,0,25
22.58,155,1532,15,28,25,0,1,0,0,0,0,0,19
22.75,155,312,3,20,42,0,1,0,0,0,0,0,19
23,19,1114,11,28,26,0,0,1,0,0,0,0,23
22.5,139,1733,17,33,16,0,1,0,0,0,0,0,25
11,139,414,4,8,43,0,1,0,0,0,0,0,25
0,139,1223,12,2,28,0,1,0,0,0,0,0,33
7,142,1423,14,26,24,0,1,0,0,0,0,0,33
20.98,159,915,9,11,60,0,1,0,0,0,0,0,19
22.73,155,1221,12,26,24,0,1,0,0,0,0,0,3
20.08,142,1211,12,1,24,0,1,0,0,0,0,0,3
20,155,1233,12,2,28,0,1,0,0,0,0,0,3
21.45,159,423,4,7,46,0,1,0,0,0,0,0,28
19,159,1424,14,1,24,1,0,0,0,0,0,0,7
19.92,139,414,4,7,46,0,1,0,0,0,0,0,4
20.25,150,112,1,42,32,0,1,0,0,0,0,0,3
22.27,155,1024,10,12,30,0,1,0,0,0,0,0,14
21,139,1513,15,29,25,0,0,1,0,0,0,0,25
7.5,8,1511,15,29,25,0,1,0,0,0,0,0,7
19,17,935,9,3,61,0,1,0,0,0,0,0,30
3.85,19,1533,15,28,25,0,1,0,0,0,0,0,4
21,139,915,9,3,34,0,0,1,0,0,0,0,3
15.83,159,1522,15,29,25,0,1,0,0,0,0,0,7
20,159,413,4,8,48,0,1,0,0,0,0,0,9
18.73,159,723,7,16,68,0,1,0,0,0,0,0,34
22.42,159,731,7,6,69,0,1,0,0,0,0,0,3
23.08,155,1924,19,44,6,0,1,0,0,0,0,0,19
7.38,139,811,8,23,56,0,1,0,0,0,0,0,2
9.87,139,811,8,23,56,0,1,0,0,0,0,0,25
23.3,139,2534,25,30,23,0,1,0,0,0,0,0,33
22.17,159,2521,25,31,19,0,1,0,0,0,0,0,7
21.75,155,422,4,7,46,0,1,0,0,0,0,0,3
19,143,2511,25,36,18,0,0,1,0,0,0,0,33
22.83,139,223,2,4,39,0,1,0,0,0,0,0,3
19.5,139,2515,25,37,19,0,1,0,0,0,0,0,25
21.92,159,423,4,7,46,0,1,0,0,0,0,0,28
23.42,92,1134,11,24,27,0,1,0,0,0,0,0,19
13,139,2411,24,50,2,0,1,0,0,0,0,0,33
0.08,155,1533,15,28,25,0,0,0,0,0,1,0,19
21,156,111,1,42,32,0,1,0,0,0,0,0,33
20.6,19,321,3,20,42,0,1,0,0,0,0,0,8
20.8,92,623,6,6,69,0,1,0,0,0,0,0,19
23.33,139,2212,22,19,75,0,1,0,0,0,0,0,7
22.42,143,1424,14,1,24,0,1,0,0,0,0,0,3
22.75,155,322,3,20,69,0,1,0,0,0,0,0,9
11,139,1012,10,24,29,0,1,0,0,0,0,0,7
23.17,159,2512,25,36,18,0,1,0,0,0,0,0,7
6,19,933,9,16,61,0,1,0,0,0,0,0,4
21.08,139,1623,16,45,11,0,1,0,0,0,0,0,3
23.97,159,1121,11,27,23,0,1,0,0,0,0,0,19
23.5,159,1523,15,28,25,0,1,0,0,0,0,0,7
23.67,129,1125,11,28,27,0,1,0,0,0,0,0,3
13.5,142,932,9,16,61,0,1,0,0,0,0,0,33
23,19,714,7,15,67,0,1,0,0,0,0,0,7
11.58,139,2423,24,49,1,0,1,0,0,0,0,0,25
0.27,159,733,7,17,68,0,0,0,0,0,1,0,4
0.42,19,2423,24,49,1,0,0,0,0,0,1,0,3
0.33,155,2533,25,37,25,0,0,0,0,0,1,0,3
0.38,155,2524,25,35,22,0,0,0,0,0,1,0,30
0.5,19,311,3,20,40,0,0,0,0,0,1,0,3
0,155,724,7,17,68,0,0,0,0,0,1,0,3
23.75,64,1123,11,28,27,0,1,0,0,0,0,0,3
0.08,159,411,4,8,45,0,0,0,0,0,1,0,19
21.25,143,1831,18,42,8,0,1,0,0,0,0,0,33
18,159,2234,22,34,75,0,1,0,0,0,0,0,33
12,19,411,4,8,45,0,0,0,0,0,1,0,9
21.25,159,621,6,17,71,0,1,0,0,0,0,0,3
22.17,19,531,5,9,50,0,1,0,0,0,0,0,7
21,159,834,8,18,70,0,1,0,0,0,0,0,18
1.5,161,1532,15,28,25,0,0,0,0,0,1,0,17
1,159,931,9,20,61,0,0,0,0,0,1,0,3
0.33,129,212,2,4,35,0,0,0,0,0,1,0,18
21.17,139,1122,11,28,26,0,1,0,0,0,0,0,8
0,139,1114,11,28,26,0,0,1,0,0,0,0,31
23.92,159,1423,14,26,24,0,1,0,0,0,0,0,18
0.67,159,1232,12,2,28,0,0,0,0,0,1,0,7
1.7,155,1132,11,24,26,0,0,0,0,0,1,0,19
1.5,71,122,1,42,32,0,0,0,0,0,1,0,2
1.5,19,1634,16,38,15,0,0,0,0,0,1,0,25
23.88,159,423,4,7,46,0,1,0,0,0,0,0,3
1.32,17,1924,19,44,6,0,0,0,0,0,1,0,3
0.17,19,424,4,10,46,0,0,0,0,0,1,0,3
22.25,92,623,6,6,69,0,1,0,0,0,0,0,8
22.08,139,422,4,7,46,0,1,0,0,0,0,0,3
3.17,159,723,7,16,68,0,1,0,0,0,0,0,3
18,159,1232,12,2,28,0,1,0,0,0,0,0,7
12,152,412,4,8,45,0,1,0,0,0,0,0,2
1.12,127,1925,19,46,6,0,0,0,0,0,1,0,19
0.83,159,2233,22,34,75,0,0,0,0,0,1,0,7
2.5,139,725,7,15,67,0,0,0,0,0,1,0,7
2.67,129,2431,24,49,1,0,0,0,0,0,1,0,30
1.32,17,1923,19,44,6,0,0,0,0,0,1,0,3
1,159,732,7,6,68,0,0,0,0,0,1,0,2
23.92,155,623,6,6,44,0,1,0,0,0,0,0,3
1.75,175,331,3,5,43,0,0,0,0,0,1,0,25
3.75,19,732,7,17,68,0,0,0,0,0,1,0,7
21.5,129,312,3,20,69,0,1,0,0,0,0,0,33
19,159,1533,15,29,25,0,1,0,0,0,0,0,33
0.67,159,1232,12,2,28,0,0,0,0,0,1,0,33
21.25,143,1831,18,42,8,0,1,0,0,0,0,0,9
2.85,159,2531,25,29,25,0,0,0,0,0,1,0,25
22,159,1822,18,27,8,0,1,0,0,0,0,0,33
3.5,155,714,7,15,67,0,0,0,0,0,1,0,30
23.88,159,1821,18,27,8,0,1,0,0,0,0,0,2
23,27,1424,14,1,24,0,0,1,0,0,0,0,3
12,139,1215,12,27,24,0,0,0,0,0,0,1,9
3.2,19,1934,19,44,6,0,0,0,0,0,1,0,3
0.02,155,1813,18,43,7,0,0,0,0,0,1,0,30
0.03,155,1713,17,39,14,0,0,0,0,0,1,0,3
0.25,159,324,3,5,43,0,0,0,0,0,1,0,30
2.25,92,1134,11,28,27,0,0,0,0,0,1,0,30
1.17,155,631,6,8,44,0,0,0,0,0,1,0,31
3.58,77,431,4,7,51,0,0,0,0,0,1,0,7
1.62,124,124,1,2,28,0,0,0,0,0,1,0,7
19.33,127,1022,10,24,29,0,1,0,0,0,0,0,3
4,159,1212,12,32,24,0,0,0,0,0,1,0,7
4.92,142,1122,11,28,26,0,0,0,0,0,1,0,19
11.25,155,1922,19,47,5,1,0,0,0,0,0,0,9
23.25,143,1524,15,28,25,0,1,0,0,0,0,0,30
0.5,143,1624,16,45,15,0,0,0,0,0,1,0,4
4.7,175,913,9,11,60,0,0,0,0,0,1,0,30
5.5,19,831,8,15,66,0,0,0,0,0,1,0,3
4.83,139,422,4,7,46,0,0,0,0,0,1,0,8
2.83,19,911,9,12,58,0,0,0,0,0,1,0,3
7.5,19,422,4,7,46,0,1,0,0,0,0,0,4
3.67,19,733,7,17,68,0,0,0,0,0,1,0,3
3,142,232,2,20,40,0,1,0,0,0,0,0,2
4.75,124,414,4,8,43,0,0,0,0,0,1,0,7
2.62,175,413,4,8,48,0,0,0,0,0,1,0,34
5.73,156,412,4,8,45,0,0,0,0,0,1,0,7
23.4,159,2522,25,31,19,0,1,0,0,0,0,0,3
5,139,433,4,10,55,0,0,0,0,0,1,0,3
6.25,141,1733,17,33,16,0,0,0,0,0,1,0,7
6.13,155,1113,11,28,25,0,0,0,0,0,1,0,30
18.75,72,2514,25,30,19,1,0,0,0,0,0,0,9
7.02,155,1022,10,24,29,0,0,0,0,0,1,0,19
16,139,432,4,10,52,0,1,0,0,0,0,0,3
5.45,143,412,4,8,48,0,0,0,0,0,1,0,4
7,159,1231,12,2,28,0,0,0,0,0,1,0,33
20.22,19,1834,18,42,8,0,0,0,0,0,0,1,9
22,19,421,4,7,43,0,1,0,0,0,0,0,4
10.97,64,2432,24,40,1,0,1,0,0,0,0,0,3
0.75,59,1613,16,41,10,0,0,0,0,0,1,0,8
21,17,1014,10,24,29,0,1,0,0,0,0,0,18
23.5,139,834,8,18,70,0,0,1,0,0,0,0,25
21.5,129,2031,20,40,4,0,1,0,0,0,0,0,7
4,159,2515,25,29,19,0,0,0,0,0,1,0,7
21.5,159,624,6,6,69,0,1,0,0,0,0,0,7
10,159,123,1,2,32,1,0,0,0,0,0,0,33
12,139,1732,17,39,16,0,1,0,0,0,0,0,9
7.58,139,614,6,21,71,0,0,0,0,0,1,0,2
6.28,72,614,6,21,71,0,0,0,0,0,1,0,30
7,159,431,4,7,51,0,0,0,0,0,1,0,7
7.5,75,112,1,42,32,0,0,0,0,0,1,0,33
21,142,431,4,7,51,0,1,0,0,0,0,0,7
8.85,25,2413,24,50,2,0,0,0,1,0,0,0,9
5.58,59,412,4,8,45,0,0,0,0,0,1,0,4
8,19,324,3,5,43,0,0,0,0,0,1,0,7
7,19,312,3,20,42,0,1,0,0,0,0,0,25
19,159,1211,12,26,24,0,1,0,0,0,0,0,7
22.5,159,824,8,16,63,0,1,0,0,0,0,0,18
8,159,725,7,17,67,0,0,0,0,0,1,0,33
18.5,159,411,4,8,45,0,1,0,0,0,0,0,18
4,124,612,6,17,71,0,0,0,0,0,1,0,33
20,159,725,7,17,67,0,1,0,0,0,0,0,33
15.5,159,833,8,13,65,0,1,0,0,0,0,0,30
22,129,124,1,2,28,0,1,0,0,0,0,0,7
12.17,13,1653,16,41,76,0,0,1,0,0,0,0,25
9,25,1021,10,24,29,1,0,0,0,0,0,0,9
19,124,2032,20,47,3,0,1,0,0,0,0,0,4
8.25,96,824,8,16,66,0,0,0,0,0,1,0,3
21,159,823,8,15,66,0,1,0,0,0,0,0,33
9.17,19,311,3,20,40,0,0,0,0,0,1,0,2
19,159,1232,12,2,28,0,1,0,0,0,0,0,7
16,78,332,3,5,43,0,1,0,0,0,0,0,33
6.17,143,324,3,5,43,0,1,0,0,0,0,0,33
14.33,13,1653,16,41,76,0,0,0,0,0,0,1,25
7,124,121,1,2,28,0,0,0,0,0,0,1,9
8.83,19,912,9,11,59,0,0,0,0,0,1,0,3
15,139,324,3,5,43,0,0,1,0,0,0,0,9
15.5,13,1651,16,41,76,0,0,0,0,0,0,1,25
7,19,1923,19,44,6,0,0,0,0,0,0,1,9
19,159,823,8,13,65,0,1,0,0,0,0,0,33
17.5,64,1821,18,42,8,0,0,0,0,1,0,0,33
18,140,122,1,42,32,0,0,0,0,1,0,0,7
8.25,19,731,7,17,69,0,0,0,0,0,1,0,23
12,140,1911,19,47,4,1,0,0,0,0,0,0,33
9.25,153,734,7,17,67,0,0,0,0,0,1,0,19
18.5,159,431,4,7,51,0,0,1,0,0,0,0,33
0.02,124,2212,22,19,75,0,0,0,0,0,1,0,9
10,19,1423,14,26,24,0,1,0,0,0,0,0,4
14,75,111,1,42,32,0,1,0,0,0,0,0,33
10,159,431,4,7,51,0,0,0,0,0,1,0,7
0,139,314,3,20,42,1,0,0,0,0,0,0,4
23.5,141,1211,12,26,24,0,1,0,0,0,0,0,2
17.5,139,314,3,20,42,0,1,0,0,0,0,0,7
10,141,612,6,17,71,1,0,0,0,0,0,0,33
9.75,159,323,3,6,69,0,0,0,0,0,1,0,33
20.75,127,913,9,11,60,0,0,1,0,0,0,0,3
9,150,634,6,21,49,0,0,0,0,0,1,0,7
12,143,122,1,42,32,0,1,0,0,0,0,0,9
22.53,64,324,3,5,69,0,0,0,1,0,0,0,12
16,139,2432,24,40,1,0,1,0,0,0,0,0,9
9,139,424,4,10,46,0,1,0,0,0,0,0,33
9,139,213,2,3,38,0,0,0,0,0,0,1,9
8.25,19,212,2,4,35,0,0,0,0,0,1,0,3
23.5,159,232,2,20,40,0,1,0,0,0,0,0,18
16.37,139,2433,24,48,77,0,0,1,0,0,0,0,9
11.58,129,422,4,7,46,0,1,0,0,0,0,0,30
22,159,1933,19,32,6,0,1,0,0,0,0,0,33
9.68,17,1213,12,27,24,0,0,0,0,0,1,0,30
13,159,632,6,8,44,0,1,0,0,0,0,0,9
1.75,129,833,8,13,65,0,0,0,0,0,1,0,33
8.25,19,912,9,11,59,0,0,0,1,0,0,0,25
5.5,19,421,4,7,43,0,0,0,0,0,1,0,23
19,159,823,8,16,66,0,1,0,0,0,0,0,33
22,159,1923,19,46,6,0,1,0,0,0,0,0,3
0.02,95,232,2,20,40,0,0,0,0,1,0,0,31
10.08,139,2521,25,30,19,0,0,0,0,0,1,0,3
0.02,159,2521,25,31,19,0,0,0,0,0,1,0,18
6.4,19,623,6,6,44,0,1,0,0,0,0,0,25
10.95,142,1133,11,24,27,0,0,0,0,0,1,0,19
15,159,2012,20,40,77,0,1,0,0,0,0,0,18
11,159,1833,18,42,8,0,0,1,0,0,0,0,33
8,139,2011,20,40,4,0,0,0,0,0,1,0,4
8.48,155,211,2,4,35,1,0,0,0,0,0,0,33
12,152,212,2,3,35,0,1,0,0,0,0,0,2
22,159,2212,22,19,75,0,1,0,0,0,0,0,33
17,139,513,5,9,49,0,0,1,0,0,0,0,33
9.82,17,531,5,9,49,0,0,0,0,0,1,0,19
0.08,159,1921,19,32,5,0,0,0,0,0,1,0,33
10.25,92,513,5,34,49,0,0,0,0,0,1,0,3
7.17,139,1711,17,39,13,0,0,0,0,0,1,0,4
8,19,133,1,4,35,0,0,1,0,0,0,0,3
7.67,139,1421,14,1,24,0,0,0,0,1,0,0,9
22.5,139,533,5,9,54,0,0,0,0,1,0,0,18
0.08,140,823,8,13,65,0,1,0,0,0,0,0,4
18.5,139,1424,14,1,24,0,0,0,0,0,0,1,3
1.73,139,522,5,34,49,0,0,0,0,0,1,0,3
11.17,152,1421,14,1,24,0,1,0,0,0,0,0,3
19.25,159,523,5,9,53,0,1,0,0,0,0,0,3
20.5,159,1731,17,30,16,0,1,0,0,0,0,0,7
18.85,92,532,5,9,53,0,1,0,0,0,0,0,33
19.22,153,1411,14,33,21,0,0,0,0,1,0,0,7
14,159,424,4,10,46,0,1,0,0,0,0,0,33
18.55,159,622,6,21,71,0,1,0,0,0,0,0,33
11.37,57,122,1,42,32,0,1,0,0,0,0,0,33
22,17,624,6,6,69,0,1,0,0,0,0,0,33
17,139,1633,16,38,15,0,1,0,0,0,0,0,4
23.5,159,722,7,20,68,0,1,0,0,0,0,0,7
14,139,613,6,21,71,0,1,0,0,0,0,0,9
11.08,155,1533,15,24,25,0,0,0,0,0,1,0,19
9,25,121,1,2,28,0,1,0,0,0,0,0,9
20.5,75,513,5,9,50,1,0,0,0,0,0,0,33
10.25,101,1834,18,42,8,0,0,0,1,0,0,0,3
0.02,159,1125,11,2,27,0,0,0,0,0,1,0,18
19.5,124,933,9,16,61,0,0,0,0,1,0,0,31
8,19,1722,17,39,16,0,0,0,0,0,1,0,25
9.5,152,1731,17,38,16,0,0,0,0,0,1,0,3
22.5,159,1423,14,26,24,1,0,0,0,0,0,0,2
9,139,123,1,2,32,0,1,0,0,0,0,0,9
15,159,714,7,15,67,0,0,1,0,0,0,0,33
9.25,44,533,5,9,54,0,0,0,0,0,1,0,19
11.25,96,2023,20,48,77,0,0,0,0,0,1,0,33
8,19,934,9,16,61,0,0,0,0,0,0,1,9
14,159,421,4,7,43,0,1,0,0,0,0,0,7
11,139,524,5,34,53,0,0,0,0,0,1,0,25
12,19,1024,10,22,30,0,0,0,1,0,0,0,4
13,139,212,2,4,36,0,0,0,0,1,0,0,2
15.5,58,1033,10,12,30,0,1,0,0,0,0,0,7
10,139,831,8,18,66,0,0,0,1,0,0,0,9
7.4,142,1031,10,22,30,0,0,0,0,0,1,0,19
8,139,1011,10,24,29,0,0,0,1,0,0,0,9
8,139,823,8,15,66,0,0,0,1,0,0,0,7
14,155,831,8,15,66,1,0,0,0,0,0,0,3
11,139,612,6,17,71,0,1,0,0,0,0,0,2
6.93,139,1931,19,32,7,0,0,0,1,0,0,0,8
10.83,175,1513,15,29,25,0,0,0,0,0,1,0,19
10.75,159,1832,18,42,8,0,0,0,0,0,0,1,7
16,124,222,2,4,39,0,0,0,1,0,0,0,33
18.5,0,1911,19,47,5,0,0,0,1,0,0,0,9
21,19,1914,19,46,3,0,0,0,0,1,0,0,33
9,139,123,1,2,32,0,1,0,0,0,0,0,9
8.83,159,1133,11,24,29,0,0,0,0,0,1,0,19
15.5,156,1724,17,33,16,0,1,0,0,0,0,0,33
0.02,124,2521,25,31,19,0,0,0,1,0,0,0,9
0.02,159,925,9,11,61,0,0,0,0,0,1,0,33
10.58,155,1132,11,24,29,0,0,0,0,0,1,0,2
9.42,159,924,9,12,61,0,0,0,0,0,1,0,33
11,21,2234,22,34,75,0,0,0,0,0,1,0,33
11.67,155,921,9,12,58,0,0,0,0,0,1,0,2
15,57,1732,17,35,16,1,0,0,0,0,0,0,9
18,124,2512,25,36,19,0,0,1,0,0,0,0,33
1,139,2423,24,49,1,0,0,0,0,0,1,0,25
11,139,932,9,16,63,0,0,0,0,0,1,0,25
10.25,17,1133,11,24,29,0,0,0,0,0,1,0,3
9,117,111,1,42,32,0,0,0,0,0,1,0,33
11.7,124,2533,25,37,23,0,0,0,0,0,1,0,8
8.5,139,2511,25,29,19,0,0,0,0,0,1,0,4
12,124,112,1,42,32,0,1,0,0,0,0,0,9
15.5,92,1724,17,33,16,0,1,0,0,0,0,0,9
9.92,141,1114,11,28,26,0,0,0,0,0,1,0,7
3,159,812,8,23,64,0,0,0,0,0,1,0,33
0.02,159,2533,25,37,25,0,1,0,0,0,0,0,7
9.33,17,1121,11,27,23,0,0,0,0,0,1,0,3
9,139,1612,16,41,10,0,0,0,0,0,1,0,9
12,19,1614,16,41,76,0,1,0,0,0,0,0,7
11.92,155,1511,15,29,25,0,0,0,0,0,1,0,19
1,103,213,2,3,38,0,0,0,0,0,1,0,33
11.57,159,513,5,34,49,0,0,0,0,0,1,0,25
11,19,1031,10,22,30,0,0,0,0,0,1,0,7
23,159,825,8,15,66,0,1,0,0,0,0,0,33
12,139,2432,24,40,1,0,0,0,0,0,1,0,26
10.5,155,711,7,20,68,0,0,0,0,0,1,0,33
20,96,1231,12,2,28,0,1,0,0,0,0,0,2
15.28,152,813,8,13,62,0,1,0,0,0,0,0,3
9.52,22,1922,19,44,6,1,0,0,0,0,0,0,9
9,159,414,4,8,45,0,0,0,0,0,1,0,18
12,17,1133,11,24,27,0,0,0,0,0,1,0,19
17,139,735,7,17,67,0,1,0,0,0,0,0,23
22.33,155,723,7,16,68,0,1,0,0,0,0,0,2
8.83,9,1652,16,41,76,0,0,0,0,1,0,0,8
12.5,159,1522,15,29,25,0,0,0,0,0,1,0,7
10.5,159,725,7,15,67,0,0,0,0,0,1,0,3
16.5,12,1651,16,41,76,0,1,0,0,0,0,0,33
10.08,156,1121,11,27,23,0,0,0,0,0,1,0,33
12,19,511,5,8,50,0,1,0,0,0,0,0,9
22,142,413,4,7,48,0,1,0,0,0,0,0,33
11.43,155,1914,19,46,3,0,0,0,0,0,1,0,19
17.97,139,825,8,15,66,0,1,0,0,0,0,0,25
5,19,314,3,20,42,0,0,0,0,0,1,0,4
1,159,823,8,13,65,0,0,0,0,0,1,0,33
10.5,139,713,7,16,67,0,0,0,0,0,1,0,33
9.83,124,432,4,10,52,0,0,0,0,0,1,0,25
11.33,19,832,8,17,66,0,0,0,0,0,1,0,3
9,139,2213,22,19,72,0,0,0,0,0,1,0,3
8.67,139,2232,22,34,73,0,0,0,0,0,1,0,2
19.33,3,1651,16,41,76,0,0,0,0,1,0,0,3
5.93,129,924,9,11,61,0,0,0,0,0,1,0,30
8.5,139,924,9,3,61,0,1,0,0,0,0,0,4
11.42,156,113,1,2,32,0,0,0,0,0,1,0,33
20,159,832,8,15,66,0,0,1,0,0,0,0,18
7.5,140,1031,10,22,30,0,1,0,0,0,0,0,4
9.83,129,1433,14,32,24,0,0,0,0,0,0,1,33
8,124,935,9,3,37,0,0,0,0,0,0,1,33
0.02,124,133,1,3,33,0,0,0,1,0,0,0,9
9,124,222,2,4,39,0,0,0,1,0,0,0,9
12.25,159,414,4,8,43,0,0,0,0,0,1,0,18
15,159,414,4,8,43,0,0,0,1,0,0,0,33
0.33,143,1613,16,41,10,0,0,0,0,0,1,0,7
17,159,825,8,15,66,0,1,0,0,0,0,0,33
15.33,168,632,6,6,44,0,0,0,0,1,0,0,33
13,19,1722,17,39,14,0,0,0,0,0,1,0,23
12,139,833,8,13,65,0,1,0,0,0,0,0,25
13.07,139,1013,10,22,30,0,0,0,0,0,1,0,3
9.5,141,831,8,15,66,0,0,0,0,0,1,0,2
9.33,139,812,8,23,64,0,0,0,0,0,1,0,4
12.75,19,614,6,21,71,0,0,0,0,0,1,0,25
10,159,1225,12,2,28,0,0,0,0,0,1,0,33
6,19,332,3,5,43,0,1,0,0,0,0,0,33
12,92,614,6,21,71,0,0,0,0,0,1,0,8
18.25,124,1712,17,39,14,0,1,0,0,0,0,0,7
1,159,1723,17,33,14,0,0,0,0,0,1,0,7
12.5,152,224,2,3,38,0,0,0,0,0,1,0,2
0.5,155,513,5,9,49,0,0,0,0,0,1,0,3
9.58,75,623,6,17,44,0,1,0,0,0,0,0,4
0.02,27,632,6,6,44,0,0,0,1,0,0,0,9
13,71,1831,18,42,8,0,0,0,0,0,1,0,2
16,155,1423,14,26,24,0,0,0,0,1,0,0,3
12.5,19,1533,15,28,25,0,0,0,0,0,1,0,3
9,139,2532,25,37,25,0,0,0,0,0,0,1,9
22,159,623,6,6,44,0,1,0,0,0,0,0,33
13,124,111,1,42,32,0,1,0,0,0,0,0,33
11.5,124,2234,22,34,75,0,0,0,0,0,1,0,33
13.27,159,735,7,17,67,0,0,0,0,0,1,0,25
0.02,139,811,8,23,56,0,1,0,0,0,0,0,25
13.68,155,1723,17,33,14,0,0,0,0,0,1,0,19
15,139,2521,25,31,19,0,1,0,0,0,0,0,2
11.28,124,1711,17,50,13,0,0,0,0,0,1,0,33
19,101,1023,10,28,29,0,0,0,0,1,0,0,33
20.5,159,1135,11,2,27,0,1,0,0,0,0,0,7
4.75,159,823,8,15,66,0,0,0,1,0,0,0,33
13.83,159,735,7,17,67,0,0,0,0,0,1,0,25
12.67,159,2513,25,29,25,0,0,0,0,0,1,0,9
3.32,96,1232,12,27,28,1,0,0,0,0,0,0,33
14,142,1522,15,29,25,0,0,0,0,0,1,0,19
12.5,152,934,9,16,61,0,0,0,0,0,1,0,3
11.82,159,612,6,17,71,0,0,0,0,0,1,0,7
20.5,129,1513,15,29,25,0,1,0,0,0,0,0,33
12.67,155,2523,25,31,21,0,0,0,0,0,1,0,7
22.5,139,1512,15,29,25,0,1,0,0,0,0,0,7
17.25,139,431,4,7,51,0,1,0,0,0,0,0,3
9.65,175,1022,10,24,29,0,0,0,0,0,1,0,3
11.5,152,222,2,4,39,0,0,0,0,0,1,0,19
6.67,142,1712,17,40,13,0,0,1,0,0,0,0,33
15,19,1624,16,38,15,0,0,0,0,1,0,0,4
12.63,155,934,9,16,61,0,0,0,0,0,1,0,3
8.33,17,522,5,34,53,0,0,0,0,0,1,0,30
12.75,152,511,5,6,49,0,0,0,0,0,1,0,2
14.92,152,523,5,9,53,0,1,0,0,0,0,0,3
20,159,533,5,9,54,0,0,0,1,0,0,0,7
19.37,159,531,5,9,49,0,0,0,1,0,0,0,33
14.92,155,522,5,34,53,0,1,0,0,0,0,0,2
9.08,152,324,3,5,69,0,0,0,0,0,1,0,3
22,143,412,4,8,48,0,1,0,0,0,0,0,4
14.03,156,1013,10,22,29,0,0,0,0,0,1,0,33
15.5,36,533,5,9,54,0,1,0,0,0,0,0,3
12.5,19,624,6,8,44,0,0,0,0,0,1,0,3
14.48,155,1524,15,37,25,0,0,0,0,0,1,0,19
13.5,140,1111,11,37,23,0,0,0,0,0,1,0,7
11.67,141,522,5,34,53,0,0,0,0,0,1,0,7
13.25,152,412,4,8,45,0,1,0,0,0,0,0,3
17,159,1224,12,27,28,0,1,0,0,0,0,0,18
13,124,1422,14,26,23,0,0,0,1,0,0,0,9
13.83,159,512,5,9,50,0,0,0,0,0,1,0,3
15.5,152,533,5,9,54,0,0,0,0,1,0,0,33
11,139,1012,10,24,29,0,0,0,0,0,1,0,3
0,159,1424,14,1,24,1,0,0,0,0,0,0,33
18.53,75,1834,18,42,8,0,0,1,0,0,0,0,33
16.5,19,1424,14,32,24,0,1,0,0,0,0,0,33
13.67,19,1225,12,2,28,0,0,0,0,0,1,0,3
11.63,159,334,3,7,43,0,0,0,0,0,1,0,3
11.75,96,723,7,6,68,0,0,0,0,0,1,0,25
16,124,824,8,14,63,0,1,0,0,0,0,0,9
13,159,1732,17,30,21,0,0,0,0,0,1,0,7
12.08,139,133,1,3,35,0,0,0,0,0,1,0,3
14,152,1134,11,24,29,0,0,0,0,0,1,0,2
14.17,153,1124,11,28,27,0,0,0,0,0,1,0,2
